Data;DM;DS;MES;ANO;ESTAC;FER;NEB_SECO_9;NEB_SECO_15;NEB_SECO_21;NEB_SECO_MED;PA_SECO_9;PA_SECO_15;PA_SECO_21;PA_SECO_MED;TEMP_BS_SECO_9;TEMP_BS_SECO_15;TEMP_BS_SECO_21;TEMP_BS_SECO_MED;TEMP_BU_SECO_9;TEMP_BU_SECO_15;TEMP_BU_SECO_21;TEMP_BU_SECO_MED;UMID_SECO_9;UMID_SECO_15;UMID_SECO_21;UMID_SECO_MED;DV_SECO_9;DV_SECO_15;DV_SECO_21;DV_SECO_MED;VV_SECO_9;VV_SECO_15;VV_SECO_21;VV_SECO_MED;NEB_SUL_9;NEB_SUL_15;NEB_SUL_21;NEB_SUL_MED;PA_SUL_9;PA_SUL_15;PA_SUL_21;PA_SUL_MED;TEMP_BS_SUL_9;TEMP_BS_SUL_15;TEMP_BS_SUL_21;TEMP_BS_SUL_MED;TEMP_BU_SUL_9;TEMP_BU_SUL_15;TEMP_BU_SUL_21;TEMP_BU_SUL_MED;UMID_SUL_9;UMID_SUL_15;UMID_SUL_21;UMID_SUL_MED;DV_SUL_9;DV_SUL_15;DV_SUL_21;DV_SUL_MED;VV_SUL_9;VV_SUL_15;VV_SUL_21;VV_SUL_MED;NEB_NE_9;NEB_NE_15;NEB_NE_21;NEB_NE_MED;PA_NE_9;PA_NE_15;PA_NE_21;PA_NE_MED;TEMP_BS_NE_9;TEMP_BS_NE_15;TEMP_BS_NE_21;TEMP_BS_NE_MED;TEMP_BU_NE_9;TEMP_BU_NE_15;TEMP_BU_NE_21;TEMP_BU_NE_MED;UMID_NE_9;UMID_NE_15;UMID_NE_21;UMID_NE_MED;DV_NE_9;DV_NE_15;DV_NE_21;DV_NE_MED;VV_NE_9;VV_NE_15;VV_NE_21;VV_NE_MED;NEB_N_9;NEB_N_15;NEB_N_21;NEB_N_MED;PA_N_9;PA_N_15;PA_N_21;PA_N_MED;TEMP_BS_N_9;TEMP_BS_N_15;TEMP_BS_N_21;TEMP_BS_N_MED;TEMP_BU_N_9;TEMP_BU_N_15;TEMP_BU_N_21;TEMP_BU_N_MED;UMID_N_9;UMID_N_15;UMID_N_21;UMID_N_MED;DV_N_9;DV_N_15;DV_N_21;DV_N_MED;VV_N_9;VV_N_15;VV_N_21;VV_N_MED;NEB_BR_9;NEB_BR_15;NEB_BR_21;NEB_BR_MED;PA_BR_9;PA_BR_15;PA_BR_21;PA_BR_MED;TEMP_BS_BR_9;TEMP_BS_BR_15;TEMP_BS_BR_21;TEMP_BS_BR_MED;TEMP_BU_BR_9;TEMP_BU_BR_15;TEMP_BU_BR_21;TEMP_BU_BR_MED;UMID_BR_9;UMID_BR_15;UMID_BR_21;UMID_BR_MED;DV_BR_9;DV_BR_15;DV_BR_21;DV_BR_MED;VV_BR_9;VV_BR_15;VV_BR_21;VV_BR_MED;TAR_SECO_CSO;TAR_SECO_CP;TAR_SECO_IP;TAR_SECO_IND;TAR_SECO_PP;TAR_SECO_RED;TAR_SECO_RR;TAR_SECO_RRA;TAR_SECO_RRI;TAR_SECO_SP1;TAR_SECO_SP1;TAR_SECO_MED;TAR_SUL_CSO;TAR_SUL_CP;TAR_SUL_IP;TAR_SUL_IND;TAR_SUL_PP;TAR_SUL_RED;TAR_SUL_RR;TAR_SUL_RRA;TAR_SUL_RRI;TAR_SUL_SP1;TAR_SUL_SP2;TAR_SUL_MED;TAR_NE_CSO;TAR_NE_CP;TAR_NE_IP;TAR_NE_IND;TAR_NE_PP;TAR_NE_RED;TAR_NE_RR;TAR_NE_RRA;TAR_NE_RRI;TAR_NE_SP1;TAR_NE_SP2;TAR_NE_MED;TAR_N_CSO;TAR_N_CP;TAR_N_IP;TAR_N_IND;TAR_N_PP;TAR_N_RED;TAR_N_RR;TAR_N_RRA;TAR_N_RRI;TAR_N_SP1;TAR_N_SP2;TAR_N_MED;TAR_BR_CSO;TAR_BR_CP;TAR_BR_IP;TAR_BR_IND;TAR_BR_PP;TAR_BR_RED;TAR_BR_RR;TAR_BR_RRA;TAR_BR_RRI;TAR_BR_SP1;TAR_BR_SP2;TAR_BR_MED;Meta_Selic;Taxa_Selic;CDI;DolarC;DolarC_var;DolarV;DolarV_var;EuroC;EuroC_var;EuroV;EuroV_var;IBV_Cot;IBV_min;IBV_max;IBV_varabs;IBV_varperc;IBV_vol;INPC_m;INPC_ac;IPCA_m;IPCA_ac;IPA-M_m;IPA-M_ac;IPA-DI_m;IPA-DI_ac;IGP-M_m;IGP-M_ac;IGP-DI_m;IGP-DI_ac;PAB_o;PAB_d;TVP_o;TVP_d;PICV_o;PICV_d;CCU_o;CCU_d;CS_o;CS_d;UCPIIT_FGV_o;UCPIIT_FGV_d;CPCIIT_CNI_o;CPCIIT_CNI_d;VIR_o;VIR_d;HTPIT_o;HTPIT_d;SRIT_o;SRIT_d;PPOB;PGN;PIG_o;PIG_d;PIBCa_o;PIBCa_d;PIBI_o;PIBI_d;PIBCo_o;PIBCo_d;PIA_o;PIA_d;ICC;INEC;ICEI;DBNDES;IEG_o;IEG_d;IETIT_o;IETIT_d;IETC_o;IETC_d;IETS_o;IETS_d;IETCV_o;IETCV_d;PO;TD;BM;PME
14/11/2017;14;2;11;2017;4;0;3.59;4.59;2.04;3.26;957.15;954.92;954.74;955.69;25.79;32.18;24.66;26.96;19.97;22.15;19.84;20.47;64.45;44.56;68.02;60.82;11.98;17.05;9.18;12.2;1.12;1.45;0.76;1.07;0.3;0.72;0.43;0.46;965.65;963.96;963.78;964.53;22.47;28.71;20.25;23.2;16.6;19.13;15.85;16.95;53.78;38.83;63.3;53.62;10.14;9.38;12.62;10.88;2.42;2.59;1;1.93;7.94;7.57;5.46;6.92;979.95;977.2;977.52;978.35;26.6;29.74;26.01;27.16;24.02;25.68;24.48;24.61;72.77;61.47;76.35;71.29;11.02;9.96;12.5;11.31;2.84;2.34;2.6;2.63;7.74;7.03;6.82;7.22;996.12;993.03;994.62;994.78;26.31;30.78;27.26;27.78;25.47;26.79;25.41;25.78;85.03;67.81;82.94;79.94;9.46;12.18;10.14;10.39;1.41;1.81;1.01;1.36;4.63;4.86;3.32;4.2;972.82;970.48;970.64;971.42;25.3;30.55;24.45;26.29;21.18;23.14;20.99;21.6;68.01;51.71;71.58;65.27;10.95;13.25;11.09;11.58;1.81;1.97;1.29;1.66;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.28;-0.12;3.28;-0.12;3.86;0.67;3.86;0.67;70826.59;70824.91;72837.8;-1648.58;-2.27;4487189;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
15/11/2017;15;3;11;2017;4;1;4.85;6.55;2.8;4.51;958.41;956.25;955.18;956.66;26.12;31.13;25.55;27.16;21.55;24.1;21.23;22.07;68.28;50.99;65.54;62.93;11.78;13.24;8.97;11.09;2.22;1.57;0.76;1.51;0.3;1.06;0.7;0.64;961.61;958.18;962.62;961.13;23.71;31.69;22.03;25.07;17.89;20.78;17.28;18.38;55.43;36.11;62.48;53.25;17.67;30.44;9.71;17.88;2.54;3.69;1.57;2.46;7.79;7.83;5.6;6.98;980.5;978.93;978.73;979.45;26.27;29.09;25.2;26.58;24.28;25.06;24.13;24.42;72.12;60.82;78.86;71.82;9.86;12.32;10.96;10.89;3.59;3.27;2.27;3.02;8.4;7.64;6.42;7.47;996.83;993.34;994.54;995.1;26.53;30.97;27.16;27.87;25.11;26.47;25.31;25.53;82.53;66.66;82.57;78.58;11.57;13.09;9.89;11.32;1.67;1.68;0.99;1.42;5.35;5.88;3.69;4.86;972.86;970.31;970.94;971.5;25.63;30.65;24.95;26.63;21.99;23.92;21.67;22.35;69.4;53.32;71.14;66.03;12.61;16.88;9.9;12.66;2.47;2.38;1.33;2.02;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.28;0;3.28;0;3.86;0;3.86;0;70826.59;70824.91;72837.8;-1648.58;0;4487189;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
16/11/2017;16;4;11;2017;4;0;3.9;6.48;4.31;4.7;958.83;956.66;957.62;957.84;26.64;30.45;25.45;27.15;22.99;23.66;23.05;23.18;65.62;54.03;72.68;65.37;16.21;19.76;6.53;13.47;2.18;1.72;0.85;1.57;5.3;9.56;0.91;4.72;962.03;960.98;957.24;959.97;23.68;23.24;25.41;24.22;19.33;18.9;19.74;19.38;66.87;69.11;58.39;64.25;20.76;18.88;21.24;20.47;1.91;2.61;1.13;1.79;7.1;7.07;5.46;6.48;981.52;979.34;979.83;980.34;26.61;30.37;24.99;26.94;23.72;24.95;23.67;24.01;66.4;54.33;76.02;66.99;11.5;12;10.22;11.14;3.29;2.67;2.79;2.95;7.96;7.89;7.19;7.65;997.93;995.18;995.62;996.37;26.45;31.18;27.05;27.86;25.19;26.15;25.5;25.54;84.03;64.69;82.83;78.74;10.24;14.06;7.25;10.07;1.39;1.91;1.42;1.53;5.58;7.39;4.35;5.57;973.38;971.36;971.23;972.07;25.96;29.21;25.54;26.61;22.67;23.35;22.76;22.87;69.57;58.58;72.6;67.96;15.28;16.72;10.53;13.86;2.19;2.11;1.46;1.89;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.28;-0.08;3.28;-0.08;3.86;0.13;3.86;0.15;72511.79;70827.38;72895.77;1685.2;2.38;3444221;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
17/11/2017;17;5;11;2017;4;0;6.33;7.5;5.04;6.14;957.16;954.69;955.74;956.01;25.27;29.22;24.23;25.87;22.11;23.65;22.49;22.64;73.99;60.39;76.01;71.35;13.99;17.85;10.8;13.76;1.29;1.86;0.8;1.25;9.14;7.89;9;8.77;960.76;959.5;961.54;960.74;18.87;23.91;18.25;19.9;17.21;19.91;16.6;17.66;84.78;68.61;85.57;81.03;14.95;19.19;16;16.4;1.67;2.17;2;1.92;7.46;7.08;4.32;6.19;980.6;978.46;979.43;979.63;26.64;30.36;25.55;27.16;24.57;25.45;24.26;24.68;67.46;54.4;74;66.65;10.58;12.53;9.42;10.63;3.01;2.49;2.25;2.6;7.18;6.6;6.84;6.91;996.6;993.28;995.81;995.47;27.18;31.77;27.35;28.39;25.24;26.45;25.14;25.5;80.89;61.88;82.31;76.67;10.78;15.65;7.27;10.68;1.44;2.02;0.74;1.32;7.12;7.19;5.9;6.68;972.04;969.74;971.2;971.15;24.73;29.06;23.95;25.52;22.18;23.72;22.02;22.51;75.51;60.02;78.32;72.69;13.07;16.81;11.14;13.28;1.77;2.09;1.36;1.7;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.28;-0.06;3.28;-0.06;3.87;0.07;3.87;0.08;73437.28;72389.59;73632.2;925.49;1.28;2834661;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
18/11/2017;18;6;11;2017;4;0;8.38;8.35;7.11;7.9;956.54;953.27;954.7;955.03;25.02;28.32;23.91;25.43;22.52;24.1;21.88;22.67;77.14;66.42;79.68;75.41;17.53;21.4;8.42;15.08;1.33;1.69;0.78;1.21;8.22;8.22;7.57;7.97;958.37;958.15;957.85;958.12;19.97;21.87;20.35;20.59;18.07;18.04;18.7;18.3;82.83;69.44;85.39;80.44;18.67;20.56;13.9;17.35;1.68;2.34;1.42;1.74;5.72;5.5;3.63;4.88;979.46;976.32;978.11;978.17;27.22;31.65;25.84;27.81;24.3;25.38;24.19;24.53;67.01;50.17;72.09;64.71;8.72;10.98;9.82;9.7;2.93;2.46;2.18;2.53;7.21;7.02;6.14;6.76;995.31;992.15;994.01;994.03;26.84;32.46;27.29;28.42;24.92;26.53;25.19;25.42;82.26;59.27;81.81;76.34;7.4;17.87;9.68;10.87;1.53;1.88;1.12;1.47;7.43;7.38;6.18;6.95;970.81;968.13;969.41;969.62;24.92;28.7;24.33;25.64;22.39;23.55;22.27;22.63;76.39;61.39;79.01;73.63;14.44;18.63;10.61;14.05;1.76;2.03;1.31;1.66;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.28;0;3.28;0;3.87;0;3.87;0;73437.28;72389.59;73632.2;925.49;0;2834661;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
19/11/2017;19;7;11;2017;4;0;8.76;8.48;8.11;8.45;957.67;956.68;954.42;956.2;23.89;28;23.2;24.66;22.12;24.01;22.29;22.66;84.94;70.25;86.62;81.9;18.37;18.95;16.57;17.84;0.97;1.51;0.82;1.05;4.28;2.39;5.26;4.17;963.31;961;958.84;961.06;18.26;24.38;17.89;19.65;14.77;16.97;15.54;15.61;67.5;45.33;77.65;65.77;17.5;20.44;15.38;17.44;1.24;2.21;1.13;1.44;6.86;6.5;2.56;5.16;978.72;977.2;975.89;977.28;27.36;31.71;26.42;28.09;24.41;24.45;24.56;24.48;67.41;51.87;70.7;64.76;11.43;12.52;10.09;11.2;2.82;2.55;1.84;2.38;8.1;7.01;6.35;7.17;996.19;992.7;993.23;994.21;26.06;32;27.3;28.01;24.66;26.56;25.02;25.27;85.47;62.43;82.55;78.61;12.03;13.58;7.76;10.82;1.29;1.53;0.84;1.18;7.28;6.57;5.94;6.6;972.51;970.78;968.9;970.73;24;28.85;23.66;25.09;21.63;23.15;21.86;22.09;77.57;59.9;80.4;74.22;16.04;16.78;13.5;15.27;1.49;1.86;1.11;1.44;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.28;0;3.28;0;3.87;0;3.87;0;73437.28;72389.59;73632.2;925.49;0;2834661;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
20/11/2017;20;1;11;2017;4;0;7.94;7.91;7.25;7.68;956.4;955.49;954.8;955.57;25.45;28.64;23.63;25.56;23.91;24.71;23.3;23.88;80.34;67.07;88.99;80.27;15.04;19.35;7.36;13.23;0.99;1.34;0.37;0.85;3.3;3.39;2.22;2.92;963.87;962.35;962.33;962.91;20.24;26.14;18.44;21.04;16.85;19.05;14.97;16.7;70.87;50.61;68.44;64.9;14.05;14.94;16;15;1.86;2.3;1.35;1.78;6.02;4.93;2.81;4.54;979.55;977.42;976.5;977.87;27.66;32.46;26.18;28.31;24.43;26.01;23.53;24.49;67.29;49.98;73.71;65.37;10.58;14.06;11.5;11.79;2.8;2.36;2.22;2.47;7.15;6.66;6.63;6.83;995.9;992.63;993.68;994.25;27.04;32.24;28.05;28.72;25.1;26.5;25.53;25.61;81.66;61.19;79.94;75.9;8.06;12.85;8.06;9.26;1.2;1.59;0.95;1.2;6.53;6.2;5.34;6;971.95;970.38;970.43;970.99;25.12;29.6;23.97;25.81;22.73;24.09;22.02;22.8;76.42;59.34;80.15;73.55;12.65;16.38;10.44;12.75;1.57;1.81;1.07;1.44;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.26;-0.53;3.26;-0.5;3.83;-0.84;3.84;-0.82;73437.28;72389.59;73632.2;925.49;0;2834661;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
21/11/2017;21;2;11;2017;4;0;8.93;8.18;7.98;8.39;957.04;955.29;955.6;956.06;24.58;27.97;23.99;25.21;23.54;25.52;23.39;23.98;84.34;70.33;87.79;82.13;14.55;19.9;8.71;13.7;1.09;1.63;0.62;1.05;6.48;9.22;2.87;5.81;962.2;961.04;961.48;961.64;21.63;22.01;20.94;21.47;18.68;18.39;17.74;18.26;74.65;71.33;73.61;73.43;14.86;19.69;10.62;14.48;2.4;3.6;1.97;2.54;5.34;4.58;2.15;3.96;979.97;977.25;977.23;978.26;27.82;32.68;26.82;28.66;24.93;26.31;24.97;25.29;66.11;49.78;70.06;63.51;10.62;12.39;9.14;10.51;2.98;2.69;2.08;2.57;6.97;7.01;5.8;6.54;995.9;992.79;994.09;994.44;26.78;32;27.6;28.39;24.88;26.57;25.25;25.44;82.68;62.9;81.46;77.28;13.97;15.61;11.03;13.28;1.47;1.58;0.98;1.31;7.35;7.43;5.39;6.64;971.95;970.02;970.36;970.87;25.06;28.51;24.61;25.75;22.99;24.28;22.81;23.25;78.41;65;80.27;75.75;13.99;17.52;10.01;13.38;1.81;2.22;1.28;1.71;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.26;-0.07;3.26;-0.1;3.82;-0.23;3.83;-0.28;74594.62;73438.97;75073.29;1157.34;1.58;3649084;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
22/11/2017;22;3;11;2017;4;0;9.03;9.13;8.39;8.82;955.9;954.03;955;955.09;23.53;26.46;24.17;24.5;22.35;23.13;24.09;23.2;87.37;76.37;85.53;83.93;17.95;20.99;13.79;17.15;1.07;1.43;0.65;1;5.65;4;8.26;6.22;963.52;963.38;962.48;963.1;16.35;21.7;16.47;17.73;14.04;15.43;15.14;14.8;77;50;86.48;73.8;18.38;14.94;17.76;17.29;2.58;2.07;2.17;2.3;6.34;5.28;2.63;4.68;979.64;977.16;977.25;978.12;27.84;32.64;27.16;28.79;25.01;26.37;25.3;25.46;66.46;51.18;70.45;64.14;11.06;11.88;11.86;11.57;2.57;2.34;2.45;2.47;6.74;6.82;5.6;6.33;996.63;993.56;994.1;994.91;27.14;32.91;27.56;28.74;25.34;27.2;25.61;25.91;82.58;60.72;82.2;76.97;11.65;14.65;11.33;12.28;1.34;1.58;0.99;1.27;7.34;6.87;6.67;6.97;971.78;970.02;970.26;970.77;23.7;28.01;23.85;24.84;21.77;23.01;22.66;22.41;80.07;63.02;82.28;76.64;15.68;16.79;13.84;15.27;1.76;1.8;1.4;1.63;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.26;-0.09;3.26;-0.09;3.83;0.23;3.84;0.25;74518.79;74241.62;75019.16;-75.82;-0.1;3516147;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
23/11/2017;23;4;11;2017;4;0;8.06;8.08;7.99;8.04;957.27;955.68;955.12;956.07;24.42;28.41;22.99;24.88;21.95;24.22;23;22.91;81.41;66.39;90.6;81.1;13.54;15.25;8.77;12.18;0.82;1.58;0.58;0.92;3.74;3.11;2.83;3.24;964.6;962.21;963.42;963.56;18.85;26.09;16.95;19.95;15.14;18.4;13.71;15.42;67.09;46.67;69.26;62.8;22.1;27;11.43;19.32;1.84;2.16;1.63;1.84;5.57;6.5;2.64;4.7;979.81;977.8;978.18;978.7;28.23;32.44;27.03;28.83;24.85;25.85;24.63;25.01;66.25;53.52;70.06;64.5;12.5;14.04;12.25;12.79;2.69;2.93;2.24;2.58;7.19;7.55;5.25;6.56;996.96;994.72;994.68;995.54;27.18;31.62;27.97;28.59;24.98;26.7;25.56;25.63;80.72;65.63;80.36;76.81;13.41;13.88;10.49;12.43;1.41;1.65;0.78;1.23;6.56;6.71;5.34;6.14;972.72;970.81;970.82;971.53;24.52;29.28;23.54;25.34;21.68;23.71;21.83;22.24;75.49;59.93;80.24;73.38;15.3;17.27;10.79;14.1;1.56;2;1.21;1.54;486.12;504.53;297.95;441.95;490.6;498.15;370.58;305.11;361.05;391.27;420.75;465.72;471.24;467.32;288.15;433.86;488.39;474.09;343.2;271.44;362.98;366.22;425.17;439.87;465.28;478.27;288.94;403;479;463.9;360.3;243;224.6;353.09;279.66;428.66;541.75;566.24;337.58;497.25;535.64;532.51;395.07;291.68;263.55;430.15;0;512.71;482.43;501.13;297.22;436.41;492.59;489.17;361.73;247.76;299.53;379.55;383.21;457;7.5;7.4;7.39;3.24;-0.58;3.24;-0.58;3.83;0;3.84;0;74486.58;73851.41;74577.82;-32.22;-0.04;1604885;0.18;1.94;0.28;2.8;0.66;-3.07;1.06;-2.49;0.8;-0.33;0.52;-0.86;105.17;108.21;90.64;90.29;74.69;72.88;98.94;83.64;105.41;105.89;93.08;90.66;95.77;94.91;84.01;83.97;79.17;78.17;104.75;102.44;123.82;158.05;90.5;88.3;78.3;75.8;89.6;89.6;95.7;89.9;249075;121.63;103.96;101;56.5;61045.05;175.33;173.09;138.48;136.62;217.97;217.3;185.97;184.66;172.33;168.76;91949;12.03;264219.8;223157.43
