Data;DM;DS;MES;ANO;ESTAC;FER;NEB_SECO_9;NEB_SECO_15;NEB_SECO_21;NEB_SECO_MED;PA_SECO_9;PA_SECO_15;PA_SECO_21;PA_SECO_MED;TEMP_BS_SECO_9;TEMP_BS_SECO_15;TEMP_BS_SECO_21;TEMP_BS_SECO_MED;TEMP_BU_SECO_9;TEMP_BU_SECO_15;TEMP_BU_SECO_21;TEMP_BU_SECO_MED;UMID_SECO_9;UMID_SECO_15;UMID_SECO_21;UMID_SECO_MED;DV_SECO_9;DV_SECO_15;DV_SECO_21;DV_SECO_MED;VV_SECO_9;VV_SECO_15;VV_SECO_21;VV_SECO_MED;NEB_SUL_9;NEB_SUL_15;NEB_SUL_21;NEB_SUL_MED;PA_SUL_9;PA_SUL_15;PA_SUL_21;PA_SUL_MED;TEMP_BS_SUL_9;TEMP_BS_SUL_15;TEMP_BS_SUL_21;TEMP_BS_SUL_MED;TEMP_BU_SUL_9;TEMP_BU_SUL_15;TEMP_BU_SUL_21;TEMP_BU_SUL_MED;UMID_SUL_9;UMID_SUL_15;UMID_SUL_21;UMID_SUL_MED;DV_SUL_9;DV_SUL_15;DV_SUL_21;DV_SUL_MED;VV_SUL_9;VV_SUL_15;VV_SUL_21;VV_SUL_MED;NEB_NE_9;NEB_NE_15;NEB_NE_21;NEB_NE_MED;PA_NE_9;PA_NE_15;PA_NE_21;PA_NE_MED;TEMP_BS_NE_9;TEMP_BS_NE_15;TEMP_BS_NE_21;TEMP_BS_NE_MED;TEMP_BU_NE_9;TEMP_BU_NE_15;TEMP_BU_NE_21;TEMP_BU_NE_MED;UMID_NE_9;UMID_NE_15;UMID_NE_21;UMID_NE_MED;DV_NE_9;DV_NE_15;DV_NE_21;DV_NE_MED;VV_NE_9;VV_NE_15;VV_NE_21;VV_NE_MED;NEB_N_9;NEB_N_15;NEB_N_21;NEB_N_MED;PA_N_9;PA_N_15;PA_N_21;PA_N_MED;TEMP_BS_N_9;TEMP_BS_N_15;TEMP_BS_N_21;TEMP_BS_N_MED;TEMP_BU_N_9;TEMP_BU_N_15;TEMP_BU_N_21;TEMP_BU_N_MED;UMID_N_9;UMID_N_15;UMID_N_21;UMID_N_MED;DV_N_9;DV_N_15;DV_N_21;DV_N_MED;VV_N_9;VV_N_15;VV_N_21;VV_N_MED;NEB_BR_9;NEB_BR_15;NEB_BR_21;NEB_BR_MED;PA_BR_9;PA_BR_15;PA_BR_21;PA_BR_MED;TEMP_BS_BR_9;TEMP_BS_BR_15;TEMP_BS_BR_21;TEMP_BS_BR_MED;TEMP_BU_BR_9;TEMP_BU_BR_15;TEMP_BU_BR_21;TEMP_BU_BR_MED;UMID_BR_9;UMID_BR_15;UMID_BR_21;UMID_BR_MED;DV_BR_9;DV_BR_15;DV_BR_21;DV_BR_MED;VV_BR_9;VV_BR_15;VV_BR_21;VV_BR_MED;TAR_SECO_CSO;TAR_SECO_CP;TAR_SECO_IP;TAR_SECO_IND;TAR_SECO_PP;TAR_SECO_RED;TAR_SECO_RR;TAR_SECO_RRA;TAR_SECO_RRI;TAR_SECO_SP1;TAR_SECO_SP1;TAR_SECO_MED;TAR_SUL_CSO;TAR_SUL_CP;TAR_SUL_IP;TAR_SUL_IND;TAR_SUL_PP;TAR_SUL_RED;TAR_SUL_RR;TAR_SUL_RRA;TAR_SUL_RRI;TAR_SUL_SP1;TAR_SUL_SP2;TAR_SUL_MED;TAR_NE_CSO;TAR_NE_CP;TAR_NE_IP;TAR_NE_IND;TAR_NE_PP;TAR_NE_RED;TAR_NE_RR;TAR_NE_RRA;TAR_NE_RRI;TAR_NE_SP1;TAR_NE_SP2;TAR_NE_MED;TAR_N_CSO;TAR_N_CP;TAR_N_IP;TAR_N_IND;TAR_N_PP;TAR_N_RED;TAR_N_RR;TAR_N_RRA;TAR_N_RRI;TAR_N_SP1;TAR_N_SP2;TAR_N_MED;TAR_BR_CSO;TAR_BR_CP;TAR_BR_IP;TAR_BR_IND;TAR_BR_PP;TAR_BR_RED;TAR_BR_RR;TAR_BR_RRA;TAR_BR_RRI;TAR_BR_SP1;TAR_BR_SP2;TAR_BR_MED;Meta_Selic;Taxa_Selic;CDI;DolarC;DolarC_var;DolarV;DolarV_var;EuroC;EuroC_var;EuroV;EuroV_var;IBV_Cot;IBV_min;IBV_max;IBV_varabs;IBV_varperc;IBV_vol;INPC_m;INPC_ac;IPCA_m;IPCA_ac;IPA-M_m;IPA-M_ac;IPA-DI_m;IPA-DI_ac;IGP-M_m;IGP-M_ac;IGP-DI_m;IGP-DI_ac;PAB_o;PAB_d;TVP_o;TVP_d;PICV_o;PICV_d;CCU_o;CCU_d;CS_o;CS_d;UCPIIT_FGV_o;UCPIIT_FGV_d;CPCIIT_CNI_o;CPCIIT_CNI_d;VIR_o;VIR_d;HTPIT_o;HTPIT_d;SRIT_o;SRIT_d;PPOB;PGN;PIG_o;PIG_d;PIBCa_o;PIBCa_d;PIBI_o;PIBI_d;PIBCo_o;PIBCo_d;PIA_o;PIA_d;ICC;INEC;ICEI;DBNDES;IEG_o;IEG_d;IETIT_o;IETIT_d;IETC_o;IETC_d;IETS_o;IETS_d;IETCV_o;IETCV_d;PO;TD;BM;PME
05/04/2017;5;3;4;2017;2;0;5.16;5.99;4.16;4.99;958.4;956.78;957.97;957.83;24.94;29.73;24.24;25.88;21.84;23.11;21.43;22;77.63;58.37;80.37;73.84;16.96;19.61;6.62;13.75;1.47;1.77;0.56;1.2;9.91;8.9;8.17;9.01;962.45;965.64;962.3;963.2;20.08;23.6;22.67;21.93;19.17;20.88;20.27;20.01;91.7;78.2;80.39;84.08;23.62;20.56;12.9;18.84;1.17;1.57;1.53;1.4;7.22;7.55;5.03;6.48;982.11;980.25;979.79;980.78;26.26;29.36;25.54;26.76;23.45;24.27;23.36;23.62;78.71;66.23;83.4;77.35;11.13;12.48;9.87;11;2.7;2.33;1.67;2.22;7.78;7.81;7.49;7.68;999.3;995.69;996.72;997.43;25.69;29.61;26.21;26.86;24.81;25.66;24.65;24.96;89.64;73.29;88.83;85.25;9.71;13.41;7.54;9.82;0.9;1.57;0.69;0.99;6.94;7.11;5.65;6.5;973.6;972.9;972.31;972.94;24.36;28.47;24.49;25.44;22.13;23.35;22.1;22.43;82.59;66.19;82.24;78.36;15.39;17.26;8.97;13.45;1.55;1.82;1.02;1.42;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;12.25;12.15;12.13;3.09;-0.99;3.09;-0.99;3.3;-1;3.3;-1.01;64774.77;64492.59;66211.17;-994.15;-1.51;3074399;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
06/04/2017;6;4;4;2017;2;0;6.97;6.85;5.98;6.57;958.61;956.72;957.21;957.61;25.1;29.73;24.54;26.05;22.41;24.03;22.01;22.67;80.67;63.17;82.22;76.88;14.99;17.92;8.68;13.36;1.01;1.67;0.57;1.01;6.09;5.25;7.35;6.35;965.63;969.44;962.3;965.33;19.74;24.5;20.45;21.2;18.73;19.44;19.2;19.08;90.09;62.5;89;82.78;14.81;17.33;15.81;15.82;1.22;2.26;0.97;1.39;5.58;5.67;6.24;5.85;982.28;980;981.14;981.28;26.4;30.78;25.41;27.13;23.35;24.32;23.16;23.52;76.96;57.97;83.2;74.55;11.84;13.87;9.35;11.41;2.46;2.37;1.7;2.15;7.98;7.09;6.21;7.09;999.86;996.14;997.68;998.11;25.62;30.26;26.28;27.03;24.63;26.13;24.61;25;90.49;72.13;88.92;85.31;11.44;16.35;5;10.26;1.08;1.16;0.43;0.86;6.62;6.23;6.1;6.33;974.41;973.63;972.61;973.54;24.39;29.08;24.22;25.5;22.24;23.56;22.12;22.52;83.35;63.21;84.65;78.8;13.81;16.68;9.71;12.99;1.39;1.81;0.87;1.3;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;12.25;12.15;12.13;3.12;0.77;3.12;0.77;3.32;0.66;3.32;0.67;64222.72;63762.13;64921.2;-552.04;-0.85;2963894;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
07/04/2017;7;5;4;2017;2;0;7.09;6.64;6.04;6.58;957.23;956.31;957.15;956.97;24.86;29.54;24.15;25.76;22.43;23.6;22.26;22.66;82.75;63.67;85.78;79.11;13.26;15.94;5.94;11.19;1.2;1.39;0.47;0.97;4.52;6.55;4.3;4.95;966.22;969.86;964.7;966.56;19.47;24.83;18.87;20.58;17.6;20.55;16.8;18.03;82.78;67.7;81;78.34;9.19;12;12.48;11.13;2.08;2.29;1.58;1.94;4.93;5.72;3.14;4.46;981.14;978.95;979.6;980.02;26.83;30.75;25.75;27.4;23.32;24.08;23.14;23.44;73.76;57.84;79.93;72.1;12.79;11.93;10.11;11.57;2.29;2.38;1.57;2.04;8.04;6.93;6.11;7.04;998.57;995.04;996.68;996.98;25.58;30.06;26.31;26.97;24.6;25.7;24.68;24.9;90.16;70.97;88.66;84.8;10.97;15.82;6.85;10.64;0.95;1.75;0.53;0.99;6.33;6.45;5.03;5.87;973.51;973.17;972.39;973.01;24.34;28.96;23.86;25.32;22.06;23.49;21.8;22.32;82.2;64.58;83.9;78.43;11.9;14.19;8.68;11.27;1.55;1.83;0.94;1.39;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;12.25;12.15;12.13;3.13;0.46;3.13;0.46;3.32;0.11;3.32;0.13;64593.1;64016.16;65197.3;370.38;0.58;2941331;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
08/04/2017;8;6;4;2017;2;0;5.21;6.02;4.86;5.28;959.51;958.26;955.14;957.56;25.6;30.78;24.5;26.48;22.57;23.56;22.06;22.63;79.21;55.11;83.38;74.75;7.54;15.06;6.85;9.16;1.29;1.5;0.58;1.08;8.35;9.3;7.26;8.18;966.97;971.02;965.07;967.27;21.16;24.33;20.94;21.87;19.49;21.26;19.21;19.83;85.35;75.55;84.74;82.67;8.95;9.89;10.57;9.79;2.61;2.24;2.45;2.45;5.59;5.92;2.9;4.66;980.19;977.9;978.95;979.15;26.5;30.97;25.86;27.38;23.11;24.07;22.85;23.25;74.88;56.76;77.59;71.37;14.25;13.13;10.44;12.54;2.55;2.45;1.59;2.16;5.94;7.21;6.8;6.58;996.8;992.57;996.38;995.59;25.86;30.82;26.34;27.28;24.62;26.21;24.5;24.97;87.69;69.11;87.95;83.14;9.71;13.93;7.33;9.87;0.97;1.42;0.68;0.98;6.16;6.92;5.43;6.07;973.89;973.33;971.58;972.88;24.9;29.46;24.39;25.85;22.43;23.71;22.12;22.63;81.2;62.61;83.46;77.4;10.09;13.5;8.66;10.41;1.77;1.85;1.17;1.57;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;12.25;12.15;12.13;3.13;0;3.13;0;3.32;0;3.32;0;64593.1;64016.16;65197.3;370.38;0;2941331;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
09/04/2017;9;7;4;2017;2;0;4.27;5.67;3.25;4.24;962.29;958.96;957.57;959.69;25.68;31.15;24.75;26.7;21.91;22.94;22.2;22.28;74.58;51.32;81.22;71.26;9.2;12.98;6.85;9.26;1.36;1.51;0.65;1.13;9.75;9.45;9;9.39;971.63;970.59;966.42;969.41;21.71;23.79;21.43;22.12;20.33;21.38;20.39;20.61;87.9;81.1;91.61;87.59;11.06;15.28;8.24;11.05;2.46;2.43;1.97;2.27;6.17;6.04;3.98;5.32;979.52;978.09;977.94;978.57;26.79;30.61;25.83;27.39;23.36;24.21;22.81;23.37;74.68;59.47;77.74;72.02;12.23;14.16;11.87;12.58;2.54;2.21;1.86;2.2;6.15;6.59;4.59;5.67;996.49;992.29;993.45;994.3;26.08;30.7;26.71;27.47;24.71;25.59;24.54;24.87;87.13;68.04;86.19;82;11.71;12.5;3.32;8.76;0.95;1.46;0.37;0.86;6.23;6.65;4.94;5.85;976.62;974.06;971.95;974.23;25.16;29.41;24.64;26.03;22.44;23.43;22.38;22.67;79.76;62.6;83.68;76.94;10.86;13.88;7.68;10.42;1.76;1.84;1.12;1.54;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;12.25;12.15;12.13;3.13;0;3.13;0;3.32;0;3.32;0;64593.1;64016.16;65197.3;370.38;0;2941331;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
10/04/2017;10;1;4;2017;2;0;3.17;5.73;2.69;3.63;957.08;956.14;960.74;958.22;25.45;30.94;24.62;26.51;21.63;22.61;21.47;21.81;73.74;49.87;78.64;69.61;9.09;11.76;5.46;8.39;1.27;1.52;0.43;1.02;9;8.45;9.05;8.88;963.85;966.83;970.69;967.16;21.54;25.75;21.72;22.66;20;22.16;20.59;20.76;86.78;74.3;90.1;84.91;12.52;22.89;8.33;13.54;2.41;3;2.25;2.5;6.55;6.9;4.16;5.74;980.5;978.16;978.18;979.04;26.74;30.04;25.93;27.26;23.32;24.41;23.09;23.51;74.99;63.83;78.86;73.65;12.85;14.94;13.61;13.66;2.27;2.15;1.56;1.98;7.28;7.25;5.44;6.58;997.45;994.48;994.52;995.61;26.03;30.2;26.71;27.33;24.28;25.73;24.39;24.68;86.24;70.32;85.81;82.1;8.97;13.59;4.5;8.45;0.72;1.42;0.56;0.84;5.95;6.79;4.9;5.77;972.65;972.23;975.16;973.49;25.02;29.54;24.67;26.02;22.18;23.53;22.2;22.52;79.2;61.86;82.6;76.14;10.73;15.22;7.74;10.73;1.61;1.93;1.08;1.49;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;12.25;12.15;12.13;3.14;0.34;3.14;0.34;3.33;0.25;3.33;0.25;64649.82;64115.05;64927.59;56.71;0.09;3076277;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
11/04/2017;11;2;4;2017;2;0;3.07;5.48;2.92;3.61;957.65;956.1;956.05;956.66;25.43;31.53;24.86;26.74;21.78;23.24;21.55;22.06;74.28;50.32;77.04;69.32;12.46;15.59;6.84;11.13;1.19;1.27;0.53;0.96;6.57;3.95;8.35;6.58;965.52;969.89;963.27;965.77;19.15;24.07;21.41;21.23;17.75;19.19;20.24;19.04;87;61.9;90.09;81.88;24.19;22.28;20.38;22.28;1.75;2.24;1.76;1.88;7.2;7.41;6.06;6.83;980.98;978.8;979.25;979.79;26.3;29.17;25.75;26.81;23.53;24.35;23.16;23.59;78.9;68.14;81.17;77.06;11.68;14.13;9.75;11.57;2.04;2.04;1.56;1.86;7.39;7.32;6.95;7.21;997.99;995.03;996.15;996.56;26.24;30.21;26.7;27.41;25;25.92;24.67;25.1;87.65;71.56;85.33;82.76;9.83;13.85;7.5;9.96;0.99;1.39;0.68;0.97;5.6;5.9;5.5;5.64;973.36;972.99;971.63;972.62;24.49;29.25;24.66;25.75;21.97;23.2;22.22;22.37;80.54;60.7;82.29;76.24;14.36;16.52;10.41;13.42;1.45;1.65;1.02;1.34;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;12.25;12.15;12.13;3.14;0.05;3.14;0.05;3.33;0.14;3.34;0.13;64359.79;63351.37;64871.81;-290.02;-0.45;3276749;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
12/04/2017;12;3;4;2017;2;0;5.51;6.58;2.84;4.78;957.62;956.55;955.62;956.6;25.52;30.6;24.66;26.47;22.18;23.48;21.66;22.31;76.31;56.14;78.55;72.11;11.62;16.82;8.02;11.57;0.99;1.34;0.65;0.95;6.48;5.95;3.87;5.37;970.75;975.19;967.14;970.51;16.51;20.83;19.03;18.53;14.96;16.39;17.27;16.18;84.83;62.75;83.22;78.7;16;16.72;16.76;16.47;1.89;1.96;1.21;1.65;6.48;6.25;6.82;6.55;980.89;978.48;979.85;979.9;26.83;31.33;25.61;27.5;23.95;25.22;23.21;23.99;78.15;60.81;82.38;75.4;13.38;14.31;10.3;12.46;1.63;2.08;1.4;1.66;7.88;7.27;6.8;7.32;998.57;994.99;996.35;996.84;25.98;30.37;26.58;27.3;24.85;26.2;24.72;25.14;88.43;70.71;87.22;83.54;13.61;11.88;5.31;10.06;1.22;1.29;0.58;1;6.33;6.47;4.68;5.75;974.45;974.18;972.34;973.59;24.07;28.69;24.07;25.22;21.62;22.93;21.7;21.98;80.82;61.5;82.17;76.5;13.57;15.26;9.84;12.6;1.36;1.62;0.89;1.25;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;12.25;12.15;12.13;3.15;0.12;3.15;0.12;3.34;0.09;3.34;0.1;63891.68;63814.16;64455.66;-468.11;-0.73;4385041;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
13/04/2017;13;4;4;2017;2;0;5.41;6.81;3.96;5.21;957.43;956.91;958.05;957.53;24.75;29.9;24.74;26.03;21.49;23.21;21.91;22.08;77.74;58.47;80.36;73.91;12.44;10.92;9.07;10.8;1.68;1.02;0.73;1.16;4.04;5.65;4.52;4.62;969.93;973.32;970.13;970.85;16.18;22.81;16.11;17.81;14.15;17.93;14.37;15.18;80.17;61.3;83;76.52;10.62;12.61;10.81;11.19;1.67;1.8;1.68;1.71;7.75;8.26;6.03;7.23;981.07;979.43;979.05;979.9;26.4;28.66;26.28;26.92;23.76;24.34;23.7;23.88;80.36;71.41;81.22;78.45;12.28;13.94;10.64;12.08;2.26;2.26;1.65;2.03;7.02;7.33;6.92;7.06;998;994.79;996.18;996.51;26.1;30.47;26.54;27.36;25.15;26.39;25.12;25.45;88.43;71.32;88.05;84.01;10.69;14.26;6.58;10.05;0.94;1.41;0.5;0.89;6;7.06;5.22;5.97;974.22;974.27;973.63;974.01;23.56;28.2;23.58;24.73;21.15;22.93;21.32;21.66;80.88;64.47;82.66;77.45;11.8;13.05;9.55;11.27;1.7;1.55;1.13;1.45;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;11.25;11.15;11.13;3.13;-0.62;3.13;-0.62;3.32;-0.44;3.32;-0.44;62826.28;62826.28;63991.8;-1065.4;-1.67;3312306;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
14/04/2017;14;5;4;2017;2;1;5.71;7.4;5.09;5.9;958.94;958.28;956.92;958.02;24.85;29.97;24.36;25.95;21.76;23.24;21.76;22.13;78.75;58.48;81.55;74.73;12.61;10.87;7.8;10.37;1.46;1.57;0.9;1.28;6;6.95;4.26;5.59;968.71;972.47;967.73;969.28;17.96;24.19;18.03;19.54;16.3;19.8;16.28;17.17;84.3;66.4;83.43;79.5;16;19.89;13.19;15.92;1.66;1.78;1.36;1.58;6.66;7.48;7.08;7.02;981.59;980.39;979.44;980.48;26.41;29.17;25.27;26.67;23.47;24.52;23.08;23.59;78.24;68.95;83.64;77.94;12.36;11.74;10.97;11.68;2.34;2.46;1.26;1.96;7.69;7.21;6.41;7.09;998.1;994.89;995.75;996.42;25.86;30.64;26.87;27.44;24.8;26.45;25.19;25.36;89.03;70.42;87.27;83.72;6.58;10.27;5.56;7.12;0.66;1.32;0.57;0.79;6.36;7.25;5.66;6.32;974.79;974.85;972.94;974.11;23.9;28.67;23.65;25;21.54;23.37;21.52;21.99;81.67;64.63;83.68;78.17;11.95;13.14;9.29;11.25;1.56;1.75;1.05;1.41;427.86;445.8;256.48;370.75;438.76;443.98;326.65;283.5;303.28;334.51;376.77;410.6;415.22;398.21;241.83;378.02;431.29;421.35;297.21;264.8;305.32;320.63;383.43;386.77;395.78;410.15;238.14;325.26;402.72;395.32;315.98;219.89;196.66;285.13;253.05;364.76;477.29;490.49;288.17;408.83;479.06;480.75;350.43;606.54;302.52;376;0;453.87;422.31;435.84;251.93;373.32;433.08;433.51;316.14;227.45;271.23;322.63;352.16;401.22;11.25;11.15;11.13;3.13;0;3.13;0;3.32;0;3.32;0;62826.28;62826.28;63991.8;-1065.4;0;3312306;0.08;3.99;0.14;4.08;-1.77;2.72;-1.96;1.8;-1.24;2.74;-1.1;3.37;100.49;100.21;82.4;85.9;65.29;69.75;69.18;82.82;95.4;100.56;89.19;90.54;92.49;93.08;70.04;77.94;76.31;77.62;99.54;103.43;121.16;142.96;79.4;85.9;64.5;69.2;82;87.4;77.8;85.2;189487;103.5;109.01;103.4;53.1;21377.81;174;172.61;137.39;136.25;214.48;216.14;185.13;184.16;174.82;171.67;89238;13.6;263654.53;214125.86
