Data;CEE_SECO_01;CEE_SECO_02;CEE_SECO_03;CEE_SECO_04;CEE_SECO_05;CEE_SECO_06;CEE_SECO_07;CEE_SECO_08;CEE_SECO_09;CEE_SECO_10;CEE_SECO_11;CEE_SECO_12;CEE_SECO_13;CEE_SECO_14;CEE_SECO_15;CEE_SECO_16;CEE_SECO_17;CEE_SECO_18;CEE_SECO_19;CEE_SECO_20;CEE_SECO_21;CEE_SECO_22;CEE_SECO_23;CEE_SECO_24;CEE_SECO_MED;CEE_SECO_CSO;CEE_SECO_CP;CEE_SECO_IP;CEE_SECO_IND;CEE_SECO_PP;CEE_SECO_RED;CEE_SECO_RR;CEE_SECO_RRA;CEE_SECO_RRI;CEE_SECO_SP1;CEE_SECO_SP2;CEE_SECO_TOT;CEE_SUL_01;CEE_SUL_02;CEE_SUL_03;CEE_SUL_04;CEE_SUL_05;CEE_SUL_06;CEE_SUL_07;CEE_SUL_08;CEE_SUL_09;CEE_SUL_10;CEE_SUL_11;CEE_SUL_12;CEE_SUL_13;CEE_SUL_14;CEE_SUL_15;CEE_SUL_16;CEE_SUL_17;CEE_SUL_18;CEE_SUL_19;CEE_SUL_20;CEE_SUL_21;CEE_SUL_22;CEE_SUL_23;CEE_SUL_24;CEE_SUL_MED;CEE_SUL_ CSO;CEE_SUL_ CP;CEE_SUL_ IP;CEE_SUL_ IND;CEE_SUL_ PP;CEE_SUL_ RED;CEE_SUL_ RR;CEE_SUL_ RRA;CEE_SUL_ RRI;CEE_SUL_ SP1;CEE_SUL_ SP2;CEE_SUL_TOT;CEE_NE_01;CEE_NE_02;CEE_NE_03;CEE_NE_04;CEE_NE_05;CEE_NE_06;CEE_NE_07;CEE_NE_08;CEE_NE_09;CEE_NE_10;CEE_NE_11;CEE_NE_12;CEE_NE_13;CEE_NE_14;CEE_NE_15;CEE_NE_16;CEE_NE_17;CEE_NE_18;CEE_NE_19;CEE_NE_20;CEE_NE_21;CEE_NE_22;CEE_NE_23;CEE_NE_24;CEE_NE_MED;CEE_NE_CSO;CEE_NE_CP;CEE_NE_IP;CEE_NE_IND;CEE_NE_PP;CEE_NE_RED;CEE_NE_RR;CEE_NE_RRA;CEE_NE_RRI;CEE_NE_SP1;CEE_NE_SP2;CEE_NE_TOT;CEE_NO_01;CEE_NO_02;CEE_NO_03;CEE_NO_04;CEE_NO_05;CEE_NO_06;CEE_NO_07;CEE_NO_08;CEE_NO_09;CEE_NO_10;CEE_NO_11;CEE_NO_12;CEE_NO_13;CEE_NO_14;CEE_NO_15;CEE_NO_16;CEE_NO_17;CEE_NO_18;CEE_NO_19;CEE_NO_20;CEE_NO_21;CEE_NO_22;CEE_NO_23;CEE_NO_24;CEE_NO_MED;CEE_NO_CSO;CEE_NO_CP;CEE_NO_IP;CEE_NO_IND;CEE_NO_PP;CEE_NO_RED;CEE_NO_RR;CEE_NO_RRA;CEE_NO_RRI;CEE_NO_SP1;CEE_NO_SP2;CEE_NO_TOT;CEE_BR_01;CEE_BR_02;CEE_BR_03;CEE_BR_04;CEE_BR_05;CEE_BR_06;CEE_BR_07;CEE_BR_08;CEE_BR_09;CEE_BR_10;CEE_BR_11;CEE_BR_12;CEE_BR_13;CEE_BR_14;CEE_BR_15;CEE_BR_16;CEE_BR_17;CEE_BR_18;CEE_BR_19;CEE_BR_20;CEE_BR_21;CEE_BR_22;CEE_BR_23;CEE_BR_24;CEE_BR_Med;CEE_BR_CSO;CEE_BR_CP;CEE_BR_IP;CEE_BR_IND;CEE_BR_PP;CEE_BR_RED;CEE_BR_RR;CEE_BR_RRA;CEE_BR_RRI;CEE_BR_SP1;CEE_BR_SP2;CEE_BR_TOT
26/11/2017;34093.81;32084.76;30578.75;29533.1;28695.53;28383.33;27598.4;27426.53;28594.75;29722.49;30436.73;31148.28;31343.08;31220.16;30968.39;31082.67;31799.49;32607.93;33365.51;35809.51;38109.69;37974.67;37114.48;35278.45;31873.77;187768.39;1137.49;37273.33;73831.98;37334.7;340568.96;45686.98;21.01;12729.52;27653.72;964.4;764970.49;8648.79;8079.29;7727.7;7414.9;7286.35;7346.73;7157.6;7221.78;7765.74;8256.83;8889.42;9219.83;8875.61;8598.43;8534.64;8533.23;8646.96;8974.74;9340.18;9682.65;10972.27;11172.29;10683.7;9804.33;8701.42;45911.42;189.31;10159.57;35485.6;6997.26;79468.84;21202.9;85.27;2328.12;6847.79;157.91;208833.99;9982.91;9589.06;9305.96;9099.17;8920.06;8692.33;7868.27;7708.92;7838.66;8057.8;8258.41;8438.9;8626.66;8714.19;8801.22;8823.62;8855.03;8839.55;9168.51;10493.25;10444.79;10311.51;10328.87;10257.07;9059.36;44691.37;273.07;12670.33;18659.26;13088.56;97641.16;10175;809.27;9018.4;10006.97;391.33;217424.72;5650.79;5570.09;5502.79;5411.54;5318.13;5257.81;5142.76;4854.16;4737.47;4730.84;4724.14;4689.94;4719.43;4785.63;4881.99;4982.12;4970.43;5220.12;5323.85;5346.04;5452.84;5537.32;5664.94;5735.98;5175.46;26312.19;317.01;6001.7;11132.67;11524.79;59872.14;5635.68;7.01;366.76;3041.2;0;124211.15;58376.3;55323.2;53115.2;51458.71;50220.07;49680.2;47767.03;47211.39;48936.62;50767.96;52308.7;53496.95;53564.78;53318.41;53186.24;53421.64;54271.91;55642.34;57198.05;61331.45;64979.59;64995.79;63791.99;61075.83;54810.01;306034.24;1983.93;64481.55;144492.6;64867.52;580502.84;76375.05;1098.71;25393.23;48781.01;1429.67;1315440.35
27/11/2017;33119.27;31441.24;30447.16;29958.43;29988.27;31483.02;33715.89;36038.72;39062.06;41000.57;42601.09;43192.93;42608.86;43416.06;44087.89;44046.63;43787.41;42126.4;40016.13;40887.44;42808.78;42327.37;41525.78;38597.18;38678.52;227855.19;1380.33;45230.85;89594.42;45305.31;413277.26;55440.72;25.5;15447.16;33557.54;1170.29;928284.58;9027.94;8583.05;8287.16;8214.57;8272.51;8834.18;9660.6;10855.24;12114.04;12604.12;13309.65;13516.39;12466.38;13221.67;13777.58;13852.49;13869.02;13081.58;12154.55;11658.39;12905.78;12812;12557.69;11743.36;11557.5;60981;251.45;13494.26;47133.1;9293.98;105553.03;28162.36;113.26;3092.29;9095.45;209.75;277379.94;9950.86;9543.06;9284.02;9094.09;8950.15;8822.54;8249.17;8449.48;9439.58;10583.21;11170.12;11529.45;11605.1;11433.93;11820.33;12128.55;11928.01;11513.54;10597.4;11009.18;10903.88;10841.29;11376.14;11271.62;10478.95;51694.4;315.86;14655.75;21583.13;15139.51;112941.32;11769.4;936.08;10431.56;11575.05;452.65;251494.7;5741.37;5662.96;5548.81;5552.12;5698.11;5386.52;5136.64;4844.63;4911.24;5354.25;5585.47;5715.85;5688.42;5624.26;5815.5;6093.99;6089.04;6064.7;5728.28;5627.58;5859.64;5953.85;6109.56;6202.24;5666.46;28808.42;347.08;6571.08;12188.82;12618.15;65552.19;6170.33;7.68;401.56;3329.72;0;135995.03;57839.44;55230.31;53567.15;52819.21;52909.04;54526.26;56762.3;60188.07;65526.92;69542.15;72666.33;73954.62;72368.76;73695.92;75501.3;76121.66;75673.48;72786.22;68496.36;69182.59;72478.08;71934.51;71569.17;67814.4;66381.43;370643.76;2402.77;78094.8;174997.67;78562.26;703057.78;92499.25;1330.67;30754.21;59079.59;1731.5;1593154.25
28/11/2017;35680.01;33397.32;32234.21;31618.55;31690.23;33034.81;34638.42;36834.66;39618.55;41391.35;42879.54;43091.09;42367.28;43028.54;43740.38;43866.27;43390.24;41439.52;39249.25;39970.68;42093.92;41596.26;40032.49;37704.53;38941.17;229402.45;1389.71;45537.99;90202.82;45612.96;416083.62;55817.19;25.67;15552.05;33785.41;1178.24;934588.1;10608.54;9780.62;9269.53;8991.93;9062.03;9580.84;10243.58;11557.34;12804.91;13391.38;13906.84;14028.94;13007.79;13849.72;14487.9;14467.86;14391.46;13511.97;12557.65;11929.29;12946.44;12866.14;12525.58;11773.6;12147.58;64094.46;264.29;14183.22;49539.54;9768.5;110942.16;29600.22;119.04;3250.17;9559.83;220.46;291541.88;10844.25;10432.11;10111.57;9855.27;9701.4;9566.32;8874.07;9055.9;9953.26;11037.86;11581.07;11923.28;11909.06;11691.5;12151.31;12471.55;12217.54;11680.91;10721.95;11107.03;10995.21;10959.79;11539.1;11488.34;10911.24;53826.96;328.89;15260.34;22473.5;15764.06;117600.5;12254.93;974.7;10861.9;12052.55;471.32;261869.65;6125.41;5973.31;5829.46;5674.42;5547.93;5449.82;5305.38;4955.14;5010.29;5416.68;5641.83;5755.73;5790.86;5775.48;6040.01;6231;6066.26;5840.14;5664.33;5697.53;5932.1;6033.38;6178.41;6250.72;5757.73;29272.46;352.67;6676.92;12385.16;12821.4;66608.1;6269.72;7.8;408.03;3383.36;0;138185.62;63258.21;59583.36;57444.77;56140.17;56001.59;57631.79;59061.45;62403.04;67387.01;71237.27;74009.28;74799.04;73074.99;74345.24;76419.6;77036.68;76065.5;72472.54;68193.18;68704.53;71967.67;71455.57;70275.58;67217.19;67757.72;378328.35;2452.59;79713.95;178625.91;80191.09;717634.33;94417.04;1358.25;31391.84;60304.49;1767.4;1626185.25
29/11/2017;34648.65;32490.7;31098.6;30451.42;30650.79;31795.17;33310.68;35334.86;38152.04;39852.34;41085.54;41484.28;40795.32;41707.15;42513.27;42554.64;42304.12;40231.16;38212.16;38586.71;41054.28;40810.38;39666.36;36935.23;37738.58;222317.97;1346.79;44131.67;87417.14;44204.33;403234;54093.43;24.88;15071.77;32742.04;1141.85;905725.85;10560.54;9840.66;9290.57;8987.95;9091.54;9661.49;10207.33;11248.57;12633.07;13323.91;13961.32;14062.8;13135.11;13978.8;14675.39;14672.07;14579.19;13850.52;12937.01;12473.16;13329.5;12891.54;12605.39;11932.56;12247.08;64619.48;266.45;14299.4;49945.33;9848.51;111850.92;29842.69;120.02;3276.79;9638.14;222.26;293929.99;11124.01;10543.33;10160.23;9964.66;9872.89;9807.74;9090.65;9247.11;10129.95;11311.63;11839.55;12106.18;12021.31;11710.97;12170.4;12464.42;12269.87;11745.38;10822.34;11251.22;11146.55;11100.08;11647.48;11621.76;11048.74;54505.29;333.03;15452.65;22756.71;15962.72;119082.5;12409.36;986.98;10998.78;12204.44;477.26;265169.71;6223.86;6089.1;5899.66;5753.54;5632.01;5526.72;5383.46;5265.9;5247.79;5457.02;5704.93;5848.75;5882.52;5839.36;6090.04;6390.51;6438.34;6226.15;5901.45;5867.39;6084.17;6164.98;6308.55;6417.35;5901.81;30004.97;361.5;6844;12695.08;13142.24;68274.89;6426.61;8;418.24;3468.02;0;141643.55;62557.06;58963.79;56449.06;55157.57;55247.23;56791.12;57992.12;61096.44;66162.85;69944.9;72591.34;73502.01;71834.26;73236.28;75449.1;76081.64;75591.52;72053.21;67872.96;68178.48;71614.5;70966.98;70227.78;66906.9;66936.21;373741.43;2422.85;78747.48;176460.22;79218.84;708933.61;93272.31;1341.79;31011.24;59573.35;1745.97;1606469.1
30/11/2017;34060.42;31814.09;30541.18;29932.46;30126.83;31204.55;32832.95;35088.93;37627.75;39471.95;40632.14;40902.4;40260.32;41019.8;41587.79;41542.31;41198.6;39636.04;38430.69;39046.8;40466.87;39915.78;38756.63;36277.15;37182.27;219040.75;1326.94;43481.12;86128.52;43552.7;397289.87;53296.03;24.51;14849.59;32259.38;1125.02;892374.43;11129.92;10382.75;9849.35;9455.79;9485.96;10002.86;10687.44;11732.01;12714.3;13185.8;13763.56;13864.28;12750.63;13384.01;13877.49;13899.51;13839.4;13026.67;12303.13;11877.63;12658.8;12367.78;12241.55;11495.86;12082.35;63750.31;262.87;14107.07;49273.54;9716.05;110346.47;29441.29;118.4;3232.71;9508.5;219.27;289976.48;11206.22;10838.98;10586.44;10338.19;10182.04;9987.52;9182.56;9387.54;10223.47;11224.41;11649.95;11922.92;11744.26;11462.44;11893.73;12146.53;12038.97;11575.99;10779.14;11195.32;11067.37;10990.17;11527.33;11480.36;11026.33;54394.73;332.36;15421.31;22710.55;15930.34;118840.95;12384.19;984.98;10976.47;12179.68;476.29;264631.85;6315.52;6147.08;5939.94;5840.82;5752.66;5643.18;5497.46;5151.59;5158.35;5546.2;5765.26;5875.07;5858.23;5786.34;5832.58;6097.85;6089.57;5928.79;5723.55;5739.7;5934.13;5986.9;6099.33;6175.4;5828.56;29632.56;357.01;6759.06;12537.51;12979.12;67427.48;6346.85;7.9;413.04;3424.98;0;139885.5;62712.08;59182.9;56916.91;55567.26;55547.49;56838.11;58200.41;61360.07;65723.87;69428.36;71810.91;72564.67;70613.44;71652.59;73191.59;73686.2;73166.54;70167.49;67236.51;67859.45;70127.17;69260.63;68624.84;65428.77;66119.51;369181.34;2393.29;77786.67;174307.2;78252.28;700283.78;92134.28;1325.42;30632.87;58846.48;1724.67;1586868.26
01/12/2017;33532.19;31270.35;29915.79;29321.34;29521.02;30878.75;32919.71;34953.6;37027.76;38722.89;40048.27;40023.22;39078.88;39498.16;40072.39;40108.45;39718.44;38699.61;37703.82;38346.01;39805.58;38947.16;37919.99;36064.4;36420.74;220162.63;1343.46;45699.23;86319.61;43294.95;389915.37;49488.19;22.62;6498.84;30886.84;466.04;874097.78;10606.85;10018.49;9467.64;9334.36;9393.02;9728.89;10381.38;11578.22;12659.22;13146.07;13454.18;13654.59;12553.97;13357.19;13990.7;14040.87;13798.51;13009.08;12358.65;11696.09;12530.27;12407.88;12302.62;11724.13;11966.37;63469.93;244.74;13084.99;46649.1;9862.31;106929.14;28944.75;125.32;8655.07;9013.45;214.05;287192.87;11178;10732.03;10377.48;10137.86;10030.8;9942.03;9128.99;9104.93;9868.21;10918.84;11490.18;11709.36;11644.93;11345.95;11718.66;12077.07;11886.98;11386.11;10706.51;11218.35;11082.54;10890.43;11422.29;11384.13;10890.94;54494.02;331.47;15684.48;21745.47;15423.9;118441.06;11873.56;989.13;9992.55;12008.41;398.62;261382.66;6134.45;5988.1;5880.61;5766.91;5649.72;5578.14;5436.54;5098.84;5106.6;5438.34;5642.86;5703.25;5704.2;5686.24;5841.12;6095.17;6031.83;5881.43;5621.47;5672.78;5885.64;5930.33;5963.59;6038.16;5740.68;29127.44;301.84;7558.88;12222.56;11984.64;66383.04;6343.08;4.82;311.64;3538.37;0;137776.32;61451.49;58008.97;55641.52;54560.47;54594.56;56127.81;57866.62;60735.59;64661.79;68226.14;70635.49;71090.42;68981.98;69887.54;71622.87;72321.56;71435.76;68976.23;66390.45;66933.23;69304.03;68175.8;67608.49;65210.82;65018.73;369526.74;2357.05;78559.17;171592.33;76585.15;687547.81;88355.65;1330.94;27016.07;56634.72;944.01;1560449.63
02/12/2017;33293.9;31224.63;29990.95;28957.45;28680.62;29066.7;29025.18;30339.43;32504.69;33932.31;35036.89;35238.28;34966.29;34808.87;34680.45;34627.11;34729.43;35231.48;35899.7;37440.08;39162.52;37766.27;35743.07;33490.06;33576.52;202969.34;1238.55;42130.42;79578.6;39913.89;359465.49;45623.48;20.85;5991.33;28474.77;429.64;805836.36;10710.28;9992.34;9500.1;9223.88;9087.7;9186.46;9161.87;9765.61;10533.58;10948.25;11275.17;11347.96;11014.73;10984.59;11024.88;11013.02;11003.7;10987.7;11092.41;11094;12002.21;11816.35;11078;10305.36;10589.59;56167.46;216.59;11579.51;41281.93;8727.61;94626.5;25614.54;110.9;7659.27;7976.41;189.43;254150.15;11087.61;10648.97;10471.24;10275.66;10063.44;9876.49;9090.62;9033.93;9461.24;9967.34;10280.58;10450.13;10425.71;10230.96;10351.38;10368.75;10276.39;10039.36;10316.16;11651.01;11558.38;11361.56;11238.69;10976.34;10395.91;52017.08;316.4;14971.57;20757.07;14722.83;113057.51;11333.87;944.17;9538.35;11462.59;380.5;249501.94;6015.96;5934.8;5832.08;5702.06;5579.33;5507.04;5370.98;5075.06;5014.62;5156.62;5247.91;5171.5;4909.92;5091.77;5312.14;5496.04;5535.9;5417.1;5302.8;5675.41;5896.6;5901.33;5896.01;5876.7;5496.65;27889.28;289.01;7237.56;11703;11475.2;63561.21;6073.45;4.62;298.4;3387.96;0;131919.68;61107.75;57800.74;55794.37;54159.05;53411.09;53636.69;52648.65;54214.03;57514.13;60004.52;61840.55;62207.87;61316.65;61116.19;61368.85;61504.92;61545.42;61675.64;62611.07;65860.5;68619.71;66845.51;63955.77;60648.46;60058.67;341336.77;2177.24;72566.15;158502.12;70742.72;635097.08;81615.29;1229.41;24955.11;52314.25;871.99;1441408.13
03/12/2017;31232.77;29244.09;27869.8;27107.9;26728.9;26538.09;25717.16;25965.08;27517.28;28900.57;30095.77;31008.25;30986.08;30887.77;30649.28;30795.66;31387.1;32491.35;33218.36;34660.14;36977.2;36718.12;35718.39;33953.04;30682.01;185472.1;1131.77;38498.51;72718.42;36473.06;328477.28;41690.45;19.06;5474.84;26020.07;392.61;736368.15;9493.31;8865.81;8394.22;8133.89;7986.83;7914.81;7661.45;7752.73;8239.87;8668.62;9203.94;9547.59;9329.88;9189.59;9252.57;9324.45;9528.38;9856.8;10202.66;10514.6;11606.52;11855.52;11591.65;10885.88;9375.07;49725.59;191.75;10251.45;36547.29;7726.64;83773.75;22676.8;98.18;6780.83;7061.59;167.7;225001.57;10605.64;10207.99;9902.46;9705.4;9553.14;9322.86;8443.27;8251.88;8306.74;8406.78;8503.24;8653.44;8834.55;8961.57;8996.07;9134.19;9067.7;9022.57;9383.48;10812.9;10866.17;10752;10695.05;10663.32;9460.52;47336.72;287.93;13624.47;18889.4;13398.11;102884.89;10314.07;859.22;8680.12;10431.21;346.26;227052.41;5841.25;5797.93;5748.89;5634.14;5553.54;5474.9;5334.81;4776.51;4122.61;4534.83;4691.19;4792.64;4841.54;4904.95;5044.83;5187.26;5220.21;5200.58;5187.83;5575.94;5854.13;5913.81;5997.83;6089.41;5305.07;26917.19;278.94;6985.29;11295.08;11075.22;61345.76;5861.75;4.46;287.99;3269.87;0;127321.56;57172.97;54115.82;51915.37;50581.33;49822.41;49250.66;47156.69;46746.2;48186.5;50510.8;52494.14;54001.92;53992.05;53943.88;53942.75;54441.56;55203.39;56571.3;57992.33;61563.58;65304.02;65239.45;64002.92;61591.65;54822.65;311578.45;1987.43;66239.71;144683.64;64575.25;579728.22;74499.93;1122.23;22779.48;47753.4;795.97;1315743.69
04/12/2017;31566.33;29946.33;29011.82;28476.77;28572.94;29974.02;31783.78;34287.56;37250.31;39661.23;41526.35;42069.75;41699.02;42606.29;43359.72;43414.25;43048.46;40897.52;38784.27;39409.89;41913.93;41534.33;40610.68;38006.74;37475.51;226538.7;1382.37;47022.72;88819.49;44548.8;401207.61;50921.4;23.28;6687.05;31781.34;479.53;899412.29;10042.97;9532.11;9238.41;9087.04;9186.91;9619.82;10276.48;11533.17;12966.18;13568.74;14147.45;14318.5;13292.93;14120.58;14723.88;14667.57;14511.21;13558.13;12608.66;12032.07;12967.32;12941.72;12762.41;12003.32;12237.82;64909.69;250.3;13381.81;47707.29;10086.03;109354.73;29601.34;128.17;8851.41;9217.91;218.91;293707.58;10407.83;10058;9763.32;9599.65;9390.85;9304.22;8786.87;9025.88;9995.69;11047.42;11569.27;11771.81;11814.75;11499.53;11950.55;12341.58;12300.12;11819.53;10925.89;11395.03;11324.48;11233.19;11788.97;11844.18;10873.28;54405.61;330.93;15659.04;21710.19;15398.88;118248.9;11854.3;987.53;9976.34;11988.93;397.97;260958.61;6093.1;5979.57;5879.41;5739.09;5627.96;5540.36;5401.84;5069.28;5093.31;5519.16;5720.42;5875.26;5916.86;5924.93;6175.51;6427.47;6422.69;6283.98;5965.31;5916.2;6127.92;6228.1;6351.22;6447.5;5905.27;29962.54;310.5;7775.6;12572.99;12328.25;68286.28;6524.94;4.96;320.58;3639.82;0;141726.45;58110.23;55516.01;53892.96;52902.55;52778.66;54438.42;56248.97;59915.89;65305.49;69796.55;72963.49;74035.32;72723.56;74151.33;76209.66;76850.87;76282.48;72559.16;68284.13;68753.19;72333.65;71937.34;71513.28;68301.74;66491.87;377899.15;2410.46;80339.09;175480.12;78320.35;703125.66;90357.54;1361.1;27628.18;57917.9;965.39;1595804.93
05/12/2017;35173.04;32874.66;31721.9;31034.23;30948.16;32105.5;33709.27;35890.79;39041.36;41127.49;42642.67;42759.74;42365.34;43212.57;44157.98;44159.2;43852.45;41630.73;39456.68;39917.59;41978.85;41674.8;40617.1;37774.95;38742.79;234199.39;1429.12;48612.85;91823.03;46055.27;414774.95;52643.37;24.06;6913.19;32856.07;495.75;929827.05;11014.76;10225.56;9773.79;9612.86;9670.56;10073.73;10684.15;11921.99;13225.11;13776.2;14317.51;14380.13;13266.65;14049.85;14720.53;14683.15;14558.05;13642.71;12755.17;12129.78;13018.94;13057.59;12945.09;12235.86;12489.16;66242.8;255.44;13656.65;48687.1;10293.17;111600.65;30209.29;130.8;9033.2;9407.23;223.4;299739.72;11519.61;11110.19;10700.56;10420.74;10288.07;10142.98;9407.3;9479.16;10452.37;11616.44;12135.54;12338.79;12370.42;12133.06;12504.27;12828.16;12720.36;12348.89;11494.07;11814;11628.42;11483.94;12079.62;11999.57;11459.02;57336.46;348.76;16502.59;22879.73;16228.42;124619.01;12492.89;1040.73;10513.77;12634.77;419.41;275016.53;6383.64;6270.1;6126.37;5938.22;5823.81;5759.34;5508.37;5288.89;5303.23;5612.23;5749.42;5793.94;5801.55;5807.07;6073.05;6381.67;6329.19;6144.8;5696.92;5762.03;5955.34;6113.09;6241.06;6485.55;5931.2;30094.13;311.86;7809.74;12628.2;12382.39;68586.18;6553.6;4.98;321.99;3655.8;0;142348.88;64091.05;60480.51;58322.62;57006.05;56730.6;58081.55;59309.09;62580.83;68022.07;72132.36;74845.14;75272.6;73803.96;75202.55;77455.83;78052.18;77460.05;73767.13;69402.84;69623.4;72581.55;72329.42;71882.87;68495.93;68622.17;390006.48;2487.69;82913.04;181102.24;80829.61;725652.78;93252.46;1404.7;28513.35;59773.51;996.32;1646932.18
06/12/2017;35181.36;32765.14;31407.77;30742.38;30637.12;31812.91;33347.54;35656.95;38664.07;40402.05;41842.32;42101.32;41572.8;42559.26;43304.44;43546.57;43227.6;41119.41;38907.56;38632.41;41350.41;40996.46;40226.71;37657.39;38235.91;231135.32;1410.42;47976.84;90621.69;45452.73;409348.37;51954.63;23.75;6822.74;32426.21;489.26;917661.95;11180.81;10419.53;9899.25;9743.21;9772.65;10178.33;10796.59;12009.44;13354.63;13881.82;14406.54;14459.56;13446.01;14383.65;15043.11;15095.02;14977.03;14099.15;13217.69;12504.32;13227.75;13281.96;13312.02;12679.69;12723.74;67487.05;260.23;13913.16;49601.6;10486.51;113696.85;30776.71;133.26;9202.87;9583.92;227.6;305369.76;11526.54;11070.55;10715.93;10386.83;10145.76;10007.79;9332.87;9409.8;10241.52;11345.14;11871.36;12201.57;12129.37;11862.49;12288.06;12589.23;12401.58;12009.52;11131.8;11559.91;11471.47;11446.44;12015.72;11945.13;11296.1;56521.25;343.8;16267.96;22554.43;15997.69;122847.19;12315.27;1025.93;10364.28;12455.13;413.44;271106.38;6497.94;6335.46;6164.61;6029.02;5826.95;5640.81;5517.46;5295.17;5310.75;5693.34;5904.92;6000.71;5939.87;5927.18;6169.45;6337.72;6305.43;6170.02;5892.6;5851.91;6116.49;6225.35;6365.85;6410.94;5997.08;30428.38;315.32;7896.49;12768.46;12519.92;69347.97;6626.39;5.04;325.56;3696.41;0;143929.95;64386.65;60590.68;58187.56;56901.44;56382.48;57639.84;58994.46;62371.36;67570.97;71322.35;74025.14;74763.16;73088.05;74732.58;76805.06;77568.54;76911.64;73398.1;69149.65;68548.55;72166.12;71950.21;71920.3;68693.15;68252.84;387907.38;2474.3;82466.78;180127.51;80394.57;721747.16;92750.55;1397.14;28359.88;59451.79;990.96;1638068.04
07/12/2017;34962.17;32931.78;31442.91;30925.91;30912.99;32130.29;33799.26;36075.9;38866.44;40760.06;41939.56;42179.64;41834.8;42947.88;43566;43677.77;43286.15;41590.6;40061.98;40527.23;42073.41;41699.9;40584.11;38542.3;38638.29;233567.69;1425.26;48481.72;91575.36;45931.05;413656.18;52501.38;24;6894.54;32767.45;494.41;927319.04;11570.28;10760.87;10323.04;10139.18;10104.15;10498;11184.35;12325.39;13560.9;14121.27;14578.72;14595.57;13415.36;14268.43;14853.6;14888.66;14780.84;13961.88;13091.81;12243.89;12947.27;13174.36;13060.54;12563.59;12792.16;67849.97;261.63;13987.98;49868.34;10542.9;114308.28;30942.22;133.97;9252.36;9635.46;228.82;307011.95;11509.02;11087.11;10703.32;10395.33;10195.84;10144.58;9502.77;9650.38;10548.11;11601.87;11988.13;12187.46;12152.55;11801.05;12210.67;12574.08;12433.72;12060.46;11095.99;11535.97;11358.98;11276.84;11846.66;11835.57;11320.69;56644.28;344.55;16303.37;22603.52;16032.51;123114.58;12342.07;1028.16;10386.84;12482.24;414.34;271696.46;6303.15;6009.31;5766.86;5772.39;5674.82;5617.17;5505.76;5146.78;5206.15;5556.56;5804.27;5836.32;5762.69;5580.08;5795.9;6053.05;6085.4;5939.66;5682.72;5779.33;6011.99;6065.46;6167.94;6173.34;5804.05;29448.95;305.17;7642.31;12357.47;12116.93;67115.78;6413.1;4.88;315.08;3577.43;0;139297.1;64344.62;60789.07;58236.13;57232.81;56887.8;58390.04;59992.14;63198.45;68181.6;72039.76;74310.68;74798.99;73165.4;74597.44;76426.17;77193.56;76586.11;73552.6;69932.5;70086.42;72391.65;72216.56;71659.25;69114.8;68555.19;389625.78;2485.26;82832.1;180925.46;80750.71;724944.44;93161.43;1403.33;28485.51;59715.16;995.35;1645324.55
08/12/2017;35913.67;33567.36;32387.45;31822.2;31699.75;32767.26;34022.12;35875.56;38690.38;40501.78;41597.18;41853.02;41476.43;42169;42402.19;42388.16;41751.92;40527.49;39179.16;39272.78;41097.81;40525.01;39674.55;37738.84;38287.54;231447.42;1412.32;48041.62;90744.06;45514.1;409901.11;52024.79;23.78;6831.95;32469.99;489.93;918901.07;11532.77;10670.96;10173.23;9958.27;9924.24;10272.59;10787.7;11986.81;13345.98;13977.39;14538.83;14666.85;13651.62;14585.85;15175.71;15162.46;14875.32;14024.19;13085.16;12136.62;12722.7;12931.23;12957.1;12529.24;12736.37;67554.02;260.49;13926.97;49650.82;10496.92;113809.69;30807.26;133.39;9212;9593.43;227.83;305672.82;11559.09;11158.43;10810.68;10625.54;10480.59;10377.09;9663.05;9664.39;10302.22;11018.68;11276.16;11577.31;11529.36;11215.89;11402.57;11654.31;11523.52;11085.31;10602.65;11339.89;11238.91;11047.59;11541.04;11559.2;11010.56;55092.53;335.11;15856.75;21984.31;15593.3;119741.91;12003.97;1000;10102.3;12140.3;402.99;264253.47;6177.31;6008.61;5830.27;5705.98;5671.78;5526.34;5487.44;5141.37;4749.64;4822.91;5204.52;5337.2;5162.38;5101.24;5429.27;5590.7;5600.02;5545.5;5344.67;5509.5;5745.4;5802.28;5873.04;5876.86;5510.18;27957.89;289.72;7255.37;11731.79;11503.43;63717.58;6088.39;4.63;299.13;3396.3;0;132244.23;65182.84;61405.36;59201.63;58111.99;57776.36;58943.28;59960.31;62668.13;67088.22;70320.76;72616.69;73434.38;71819.79;73071.98;74409.74;74795.63;73750.78;71182.49;68211.64;68258.79;70804.82;70306.11;70045.73;67704.14;67544.65;383882.49;2448.62;81611.11;178258.53;79560.41;714258.37;91788.18;1382.65;28065.62;58834.93;980.68;1621071.59
