Data;CEE_SECO_01;CEE_SECO_02;CEE_SECO_03;CEE_SECO_04;CEE_SECO_05;CEE_SECO_06;CEE_SECO_07;CEE_SECO_08;CEE_SECO_09;CEE_SECO_10;CEE_SECO_11;CEE_SECO_12;CEE_SECO_13;CEE_SECO_14;CEE_SECO_15;CEE_SECO_16;CEE_SECO_17;CEE_SECO_18;CEE_SECO_19;CEE_SECO_20;CEE_SECO_21;CEE_SECO_22;CEE_SECO_23;CEE_SECO_24;CEE_SECO_MED;CEE_SECO_CSO;CEE_SECO_CP;CEE_SECO_IP;CEE_SECO_IND;CEE_SECO_PP;CEE_SECO_RED;CEE_SECO_RR;CEE_SECO_RRA;CEE_SECO_RRI;CEE_SECO_SP1;CEE_SECO_SP2;CEE_SECO_TOT;CEE_SUL_01;CEE_SUL_02;CEE_SUL_03;CEE_SUL_04;CEE_SUL_05;CEE_SUL_06;CEE_SUL_07;CEE_SUL_08;CEE_SUL_09;CEE_SUL_10;CEE_SUL_11;CEE_SUL_12;CEE_SUL_13;CEE_SUL_14;CEE_SUL_15;CEE_SUL_16;CEE_SUL_17;CEE_SUL_18;CEE_SUL_19;CEE_SUL_20;CEE_SUL_21;CEE_SUL_22;CEE_SUL_23;CEE_SUL_24;CEE_SUL_MED;CEE_SUL_ CSO;CEE_SUL_ CP;CEE_SUL_ IP;CEE_SUL_ IND;CEE_SUL_ PP;CEE_SUL_ RED;CEE_SUL_ RR;CEE_SUL_ RRA;CEE_SUL_ RRI;CEE_SUL_ SP1;CEE_SUL_ SP2;CEE_SUL_TOT;CEE_NE_01;CEE_NE_02;CEE_NE_03;CEE_NE_04;CEE_NE_05;CEE_NE_06;CEE_NE_07;CEE_NE_08;CEE_NE_09;CEE_NE_10;CEE_NE_11;CEE_NE_12;CEE_NE_13;CEE_NE_14;CEE_NE_15;CEE_NE_16;CEE_NE_17;CEE_NE_18;CEE_NE_19;CEE_NE_20;CEE_NE_21;CEE_NE_22;CEE_NE_23;CEE_NE_24;CEE_NE_MED;CEE_NE_CSO;CEE_NE_CP;CEE_NE_IP;CEE_NE_IND;CEE_NE_PP;CEE_NE_RED;CEE_NE_RR;CEE_NE_RRA;CEE_NE_RRI;CEE_NE_SP1;CEE_NE_SP2;CEE_NE_TOT;CEE_NO_01;CEE_NO_02;CEE_NO_03;CEE_NO_04;CEE_NO_05;CEE_NO_06;CEE_NO_07;CEE_NO_08;CEE_NO_09;CEE_NO_10;CEE_NO_11;CEE_NO_12;CEE_NO_13;CEE_NO_14;CEE_NO_15;CEE_NO_16;CEE_NO_17;CEE_NO_18;CEE_NO_19;CEE_NO_20;CEE_NO_21;CEE_NO_22;CEE_NO_23;CEE_NO_24;CEE_NO_MED;CEE_NO_CSO;CEE_NO_CP;CEE_NO_IP;CEE_NO_IND;CEE_NO_PP;CEE_NO_RED;CEE_NO_RR;CEE_NO_RRA;CEE_NO_RRI;CEE_NO_SP1;CEE_NO_SP2;CEE_NO_TOT;CEE_BR_01;CEE_BR_02;CEE_BR_03;CEE_BR_04;CEE_BR_05;CEE_BR_06;CEE_BR_07;CEE_BR_08;CEE_BR_09;CEE_BR_10;CEE_BR_11;CEE_BR_12;CEE_BR_13;CEE_BR_14;CEE_BR_15;CEE_BR_16;CEE_BR_17;CEE_BR_18;CEE_BR_19;CEE_BR_20;CEE_BR_21;CEE_BR_22;CEE_BR_23;CEE_BR_24;CEE_BR_Med;CEE_BR_CSO;CEE_BR_CP;CEE_BR_IP;CEE_BR_IND;CEE_BR_PP;CEE_BR_RED;CEE_BR_RR;CEE_BR_RRA;CEE_BR_RRI;CEE_BR_SP1;CEE_BR_SP2;CEE_BR_TOT
11/05/2017;31647.5;29620.13;28490.25;28041.42;28277.76;29928.4;32335.68;34015.23;36389.74;37877.75;39072.23;39345.57;38380.83;38749.37;39352.74;39309.74;39041.63;38749.5;41239.66;40018.21;39251.44;38946.78;36730.34;34069.04;35786.71;213864.06;1296.66;45112.74;89064.38;38050.02;371197.71;48187.89;14.93;17695.59;31821.88;2575.08;858880.94;9085.36;8559.33;8222.1;8126.96;8262.99;8880.43;10115.73;11128.04;12160.45;12521.13;12942.59;12960.57;11729.29;12285.99;12553.29;12461.65;12552.16;12667.7;13221.36;12553.77;11976.94;11862.3;11277.25;10307.83;11183.97;58223.7;244.89;13150.16;47891.06;8808.71;100005.31;28297.26;117.56;2464.93;8806.09;405.54;268415.21;10442.31;10084.58;9809.99;9705.02;9651;9260.31;9051.21;9885.34;10916.08;11437.75;11689.93;11631.31;11393.77;11707.52;11866.62;11645.34;11262.99;11082.28;11297.58;11006.78;10901.42;11358.82;11271.93;10920.57;10803.35;53266.51;314.1;16128.28;23041.57;15355.33;117898.59;10572.69;843.69;9653.73;11788.65;417.32;259280.45;5890.83;5699.21;5499.6;5339.29;5263.36;5193.78;4940.18;4935.71;5316.84;5590.96;5684.93;5644.21;5670.41;5915.83;6163.2;6021.76;5837.4;5674.57;5621.14;5737.29;5837.61;5928.77;5985.23;5895.19;5636.97;29105.23;264.06;7095.15;13413.89;12906.67;62818.93;5889.15;1.32;417.35;3375.55;0;135287.3;57066;53963.25;52021.94;51212.69;51455.11;53262.92;56442.8;59964.32;64783.11;67427.59;69389.68;69581.66;67174.3;68658.71;69935.85;69438.49;68694.18;68174.05;71379.74;69316.05;67967.41;68096.67;65264.75;61192.63;63411;356192.68;2239.33;79704.27;174781.2;70735.47;660867.84;85419.11;1126.55;29848.02;57272.96;3676.46;1521863.9
12/05/2017;31071.43;28897.26;27831.35;27439.25;27667.28;29334.84;31678.72;33620.46;36088.33;37659.53;38949.09;39138.23;38351.44;39161.31;39524.43;39261.01;38376.27;38369.86;41190.96;40032.61;38955.24;38555.45;36825.51;34025.3;35500.22;212151.97;1286.28;44751.58;88351.37;37745.41;368226.08;47802.12;14.81;17553.93;31567.13;2554.47;852005.16;9064.62;8426.97;8106.78;8004.99;8127.84;8688.1;9915.4;11013.45;12017.74;12368.52;12753.6;12763.56;11596.44;12176.93;12529.45;12476.5;12373.28;12312.1;12843.87;12217.99;11527.24;11422.76;10999.06;10043.62;10990.45;57216.26;240.65;12922.62;47062.39;8656.29;98274.91;27807.63;115.53;2422.28;8653.72;398.52;263770.81;10464.93;10045.16;9776.88;9617.3;9468.23;9183.44;8976.1;9738.05;10643.45;11072.7;11335.27;11301.28;11068.69;11402.22;11539.24;11369.73;11033.07;10885.96;11009.4;10663.91;10422.2;10917.21;10847.38;10504.55;10553.6;52035.08;306.84;15755.42;22508.89;15000.34;115172.99;10328.27;824.18;9430.55;11516.12;407.67;253286.35;5734.76;5481.24;5369.47;5235.46;5169.17;5108.08;4897.87;4841.33;5220.12;5517.15;5699.54;5747.86;5681.39;5760.76;5947.63;5956.69;5789.19;5652.66;5682.16;5788.11;5768.51;5848.64;5840.7;5695.55;5559.75;28706.53;260.44;6997.96;13230.14;12729.86;61958.39;5808.48;1.3;411.63;3329.31;0;133434.04;56335.74;52850.63;51084.48;50297;50432.52;52314.46;55468.09;59213.29;63969.64;66617.9;68737.5;68950.93;66697.96;68501.22;69540.75;69063.93;67571.81;67220.58;70726.39;68702.62;66673.19;66744.06;64512.65;60269.02;62604.02;351659.7;2210.84;78689.93;172556.9;69835.27;652457.51;84332.05;1112.22;29468.17;56544.09;3629.67;1502496.36
13/05/2017;31320.04;29516.37;28363.28;27596.76;27288.57;27909.52;28189.99;29388.63;31671.05;33305.65;34048.03;34354.18;34275.5;34240.03;34132.5;34102.44;34393.77;36275.63;40894.71;39638.49;37830.58;36213.81;34091.41;31844.28;32953.55;196932.91;1194;41541.26;82013.35;35037.68;341810.8;44372.96;13.75;16294.67;29302.61;2371.22;790885.22;9234.44;8549.9;8106.37;7935.49;7924.37;8040.36;8401.44;8781.74;9475.97;9905.38;10245.94;10327.48;9888.06;9804.22;9689.91;9652.73;9834.94;10767.04;11996.44;11262.3;10497.99;9944.5;9316.19;8524.32;9504.48;49480.3;208.11;11175.41;40699.3;7485.91;84987.6;24047.88;99.91;2094.77;7483.69;344.64;228107.52;10144.62;9812.24;9509.32;9359.22;9302.61;8908.46;8460.4;8886.36;9438.23;9738.3;9926.84;9953.78;9901.38;9976.77;10033.59;9955.45;9815.71;10551.35;11479.72;11227.95;10992.39;10873.71;10617.53;10309.45;9965.64;49136.13;289.75;14877.66;21254.88;14164.65;108756.53;9752.86;778.27;8905.16;10874.54;384.96;239175.38;5552.17;5419.14;5313.95;5250.78;5159.43;5091.24;4835.6;4754.12;4995.01;5160.45;5284.79;5352.87;5437.39;5552.97;5645.03;5511.72;5347.92;5215.51;5584.1;5660.18;5686.09;5721.28;5718.31;5696.57;5372.78;27741.12;251.68;6762.61;12785.21;12301.75;59874.71;5613.14;1.25;397.79;3217.35;0;128946.62;56251.27;53297.65;51292.92;50142.25;49674.98;49949.58;49887.43;51810.85;55580.26;58109.78;59505.6;59988.31;59502.33;59573.99;59501.03;59222.34;59392.34;62809.53;69954.97;67788.92;65007.05;62753.3;59743.44;56374.62;57796.45;324654.6;2041.06;72647.08;159305.69;64472.39;602353.16;77855.92;1026.81;27205.21;52201.89;3350.94;1387114.74
14/05/2017;29677.14;27796.54;26480.65;25729.96;25454.58;25511.02;24943.82;25163.54;26800.84;28694.93;29991.46;30500.74;30039.42;28740.82;28137.75;28256.29;29238.67;32353.83;37142.28;36172.43;35344.66;34712.04;33558.97;31422;29661.02;177256.48;1074.7;37390.69;73819.03;31536.91;307658.97;39939.46;12.38;14666.6;26374.86;2134.3;711864.38;7725.07;7149.63;6700.74;6517.21;6357.22;6314.85;6386.49;6426.91;7121.12;7838.1;8331.11;8213.27;7551.61;7169.93;7106.57;7166.89;7474.88;8420.85;10450.88;10128.47;9687.3;9454.14;8975.83;8210.67;7786.66;40537.31;170.5;9155.59;33343.37;6132.92;69627.08;19701.51;81.85;1716.17;6131.1;282.35;186879.74;9962.44;9677.26;9475.82;9337.24;9178.6;8647.32;8102.04;8197.25;8319.14;8372.65;8543.74;8735.81;8740.98;8723.03;8777.47;8787.42;8809.99;9673.04;10793.3;10644.59;10625.16;10655.21;10612.27;10359.89;9322.99;45967.48;271.06;13918.24;19884.22;13251.21;101743.14;9123.93;728.08;8330.89;10173.27;360.14;223751.66;5578.2;5407.89;5253.25;5175.51;5099.09;4986.04;4732.17;4624.59;4589.52;4621.37;4644.99;4725.95;4790.83;4781.11;4861.78;4925.65;4945.47;5002.23;5453.91;5714.95;5720.78;5775.62;5863.63;5793.8;5127.85;26476.49;240.21;6454.33;12202.37;11740.95;57145.2;5357.25;1.2;379.65;3070.68;0;123068.33;52942.85;50031.32;47910.46;46759.92;46089.49;45459.23;44164.52;44412.29;46830.62;49527.05;51511.3;52175.77;51122.84;49414.89;48883.57;49136.25;50469.01;55449.95;63840.37;62660.44;61377.9;60597.01;59010.7;55786.36;51898.5;291524.63;1832.78;65233.67;143049.06;57893.19;540884.94;69910.97;922.02;24429.01;46874.85;3008.99;1245564.11
15/05/2017;29292.72;27705.86;26777.49;26396.12;26756.38;28737.32;31462.49;33435.94;36368.11;38232.76;39657.93;39870.01;38946.46;39291.62;39674.18;39689.3;39648.5;39568.1;41761;40636.76;40164.94;39616.52;37522.76;34289.45;35645.95;213022.88;1291.56;44935.29;88714.06;37900.36;369737.68;47998.35;14.87;17625.99;31696.72;2564.96;855502.72;7529.24;7120.72;6971.48;6965.66;7184.5;7776.51;8968.57;10067.55;11185.71;11695.68;12148.77;12403.4;11270.05;11812.45;12149.71;12115.72;12077.81;12157.99;12799.26;12278.49;11758.08;11613.23;11047.31;9829.36;10455.3;54430.28;228.93;12293.39;44770.83;8234.8;93489.7;26453.62;109.9;2304.33;8232.35;379.11;250927.25;10024.31;9746.27;9521.58;9414.6;9410.43;9097.43;9019.29;9933.42;10978.12;11413.26;11698.5;11820.14;11664.11;11970.13;12304.29;12188.12;11745.57;11403.97;11546.66;11318.74;11284.14;11835.5;11667.85;11208.4;10925.62;53869.35;317.66;16310.81;23302.34;15529.11;119232.9;10692.34;853.23;9762.98;11922.07;422.04;262214.83;5778.71;5606.95;5435.94;5318.29;5227.95;5210.18;5028.41;5039.29;5514.91;5807.17;5945.7;5972.62;5967.26;6183.84;6399.18;6429.32;6265.5;5958.33;5906.33;6052.05;6141.64;6283.43;6321.31;6292.3;5836.94;30137.74;273.43;7346.85;13889.75;13364.53;65047.42;6098.07;1.36;432.15;3495.3;0;140086.61;52624.98;50179.8;48706.49;48094.67;48579.26;50821.44;54478.76;58476.2;64046.85;67148.87;69450.9;70066.17;67847.88;69258.04;70527.36;70422.46;69737.38;69088.39;72013.25;70286.04;69348.8;69348.68;66559.23;61619.51;62863.81;353119.02;2220.01;79016.48;173272.98;70125.08;655165.07;84682.01;1116.83;29590.46;56778.74;3644.74;1508731.41
16/05/2017;31524.08;29606.26;28460.34;28038.71;28356.92;30142.99;32611.83;34502.21;37076.06;38499.59;39630.89;39853.8;38992.32;39597.1;40135.23;40122.68;39916.18;40152.01;42419.05;41169.89;40400.54;39649.62;37316.61;34211.88;36349.45;217227.06;1317.05;45822.13;90464.91;38648.35;377034.77;48945.64;15.17;17973.86;32322.28;2615.58;872386.79;8926.98;8367.27;8065.19;8005.46;8163.95;8626.89;9859.75;10874.43;11889.39;12208.62;12571.54;12618.65;11443.75;12013.92;12343.64;12309.44;12384.59;12434.52;13060.71;12497.84;11904.79;11768.39;11230.25;10100.84;10986.28;57194.56;240.56;12917.73;47044.55;8653.01;98237.65;27797.09;115.48;2421.36;8650.44;398.37;263670.8;10788.25;10383.89;10137.71;9939;9861.45;9486.41;9285.37;10143.35;11127.95;11629.61;11883.55;11934.22;11710.39;12127.89;12431.12;12307.97;11905.2;11508.85;11643.37;11346.44;11312.6;11871.11;11754.09;11299.56;11159.14;55020.74;324.45;16659.43;23800.4;15861.03;121781.36;10920.88;871.47;9971.66;12176.88;431.07;267819.35;6160.04;5952.23;5783.12;5611.67;5551.54;5447.41;5071.05;5149.1;5610.03;5844.35;6062;6092.75;6053.49;6231.37;6632.96;6577.02;6402.72;6015.52;5922.46;6067.89;6073.32;6309.81;6432.44;6282.9;5972.38;30837.06;279.77;7517.33;14212.05;13674.64;66556.79;6239.57;1.39;442.18;3576.41;0;143337.19;57399.35;54309.65;52446.36;51594.84;51933.86;53703.7;56828;60669.09;65703.43;68182.17;70147.98;70499.42;68199.95;69970.28;71542.95;71317.11;70608.69;70110.9;73045.59;71082.06;69691.25;69598.93;66733.39;61895.18;64467.26;362125.91;2276.64;81031.93;177692.6;71913.73;671876.15;86841.97;1145.32;30345.21;58226.97;3737.7;1547214.13
17/05/2017;31374.58;29471.52;28285.79;27955.05;28283.83;30018.06;32605.76;34320.19;36657.45;37981.57;39279.94;39573.69;38375.01;38992.58;39342.46;39474.52;39455.6;39965.43;41893.21;40522.82;39748.96;39100.1;37031.66;33789.69;35979.14;215014.09;1303.63;45355.32;89543.31;38254.63;373193.78;48447.01;15.01;17790.75;31993;2588.93;863499.47;9103.67;8518.04;8196.5;8138.44;8250.54;8786.44;9929.92;10934.88;11944.9;12275.99;12660.05;12753.3;11737.52;12081.37;12440.84;12437.6;12558.35;12661.44;13125.35;12463.29;11812.41;11705.18;11152.1;10054.02;11071.76;57639.53;242.43;13018.22;47410.55;8720.33;99001.93;28013.35;116.38;2440.2;8717.74;401.47;265722.14;10858.72;10544.31;10259.32;10129.02;10066.19;9719.92;9384.17;10165.94;11330.58;11795.2;12060.64;11965.96;11721.97;12065.1;12293.77;12158.85;11701.81;11489.74;11598.36;11326.03;11251.75;11786.87;11703.09;11306.68;11195.17;55198.37;325.5;16713.21;23877.23;15912.23;122174.52;10956.14;874.28;10003.85;12216.2;432.46;268683.99;6071.52;5937.55;5831.05;5685.23;5598.77;5518.18;5180.94;5184.8;5691.23;5928.34;6047.74;6050.79;5991.61;6106.09;6472.43;6499.77;6315.66;6041.49;6009.13;6044.87;6150.23;6333.78;6439.74;6350.91;5978.41;30868.18;280.05;7524.92;14226.39;13688.44;66623.96;6245.87;1.4;442.63;3580.02;0;143481.85;57408.49;54471.42;52572.66;51907.74;52199.33;54042.6;57100.79;60605.81;65624.16;67981.1;70048.37;70343.74;67826.11;69245.14;70549.5;70570.74;70031.42;70158.1;72626.05;70357.01;68963.35;68925.93;66326.59;61501.3;64224.48;360762.17;2268.06;80726.77;177023.42;71642.91;669345.92;86514.93;1141.01;30230.93;58007.7;3723.62;1541387.45
18/05/2017;31199.51;29061.08;28139.73;27729.53;27979.8;29701.08;32661.61;34175.24;36701.85;38246.64;39291.57;39596.53;38733.55;39213.89;39695.83;39659.24;40169.28;40814.79;42387.8;41003.81;40125.52;39363.14;37177.07;34482.08;36137.92;215962.97;1309.38;45555.48;89938.48;38423.45;374840.72;48660.81;15.08;17869.26;32134.19;2600.36;867310.17;9085.01;8418.2;8079.19;8028.47;8136.41;8681.44;9887.54;10894.16;11860.1;12172.05;12593.45;12616.18;11482.68;12030.54;12316.45;12285.58;12557.24;12873.09;12720.08;12035.57;11411.67;11267.76;10738.33;9769.91;10914.21;56819.36;238.98;12832.98;46735.93;8596.25;97593.21;27614.74;114.73;2405.48;8593.69;395.75;261941.1;10717.18;10400.75;10126.25;9978.16;9922.82;9607.98;9353.14;10110.51;11049.54;11505.05;11677.96;11569.5;11374.19;11655.29;11807.75;11548.87;11110.64;11173.87;11404.37;11124.43;11021.98;11445.05;11322.98;10945.38;10914.74;53815.69;317.34;16294.56;23279.13;15513.64;119114.13;10681.69;852.38;9753.26;11910.19;421.62;261953.64;6048.42;5843.91;5614.44;5480.88;5377.13;5421.68;5148.95;5162.9;5534.62;5834.91;5956.15;6029.53;5982.06;6207.13;6383.23;6294.5;6117.8;5948.43;5931.29;6059.31;6089.82;6265.77;6247.65;6121.43;5879.25;30356.17;275.41;7400.1;13990.42;13461.39;65518.88;6142.27;1.37;435.28;3520.64;0;141101.94;57050.12;53723.94;51959.61;51217.04;51416.16;53412.18;57051.24;60342.81;65146.11;67758.65;69519.13;69811.74;67572.48;69106.85;70203.26;69788.19;69954.96;70810.18;72443.54;70223.12;68648.99;68341.72;65486.03;61318.8;63846.12;358636.85;2254.7;80251.19;175980.54;71220.85;665402.68;86005.25;1134.29;30052.84;57665.96;3701.69;1532306.85
19/05/2017;31519.05;29571.1;28607.84;28305.4;28499.52;30157.01;33197.63;34965.45;37310.32;38904.42;39981.93;40297.13;39220.88;39735.58;40186.17;40142.59;40165.27;41257.26;42263.12;41006.8;39919.1;39179.99;36988.9;34640.76;36500.97;218132.54;1322.54;46013.13;90842;38809.45;378606.39;49149.66;15.23;18048.78;32457.01;2626.48;876023.22;8796.47;8222.83;7894.41;7758.04;7817.92;8246.66;9279.44;10300.65;11321.52;11776.69;12258.63;12286.36;11391.17;11874.36;12233.54;12201.4;12105.63;12119.63;12270.14;11642.22;10999.37;10847.39;10337.09;9555.82;10564.06;54996.46;231.31;12421.27;45236.53;8320.46;94462.17;26728.79;111.05;2328.3;8317.98;383.06;253537.38;10494;10118.44;9890.44;9775.26;9645.39;9320.22;9131.45;9883.95;10810.19;11166.31;11397.51;11336.37;11047.54;11375.23;11517.34;11307.95;10864.06;10909.39;11077.38;10782.24;10653.3;11070.63;10928.4;10663.89;10631.95;52421.42;309.12;15872.4;22676;15111.71;116028.09;10404.95;830.3;9500.57;11601.62;410.7;255166.88;5990.3;5660.51;5534.31;5409.47;5307.31;5383.06;5133.18;5040.18;5447.73;5696.7;5817.84;5818.54;5812.49;6070.92;6268.87;6182.11;5921.35;5602.82;5643.35;5824.68;5848.67;5959.71;6034.63;5995;5725.16;29560.55;268.19;7206.15;13623.74;13108.58;63801.66;5981.28;1.34;423.88;3428.36;0;137403.73;56799.82;53572.88;51927;51248.17;51270.14;53106.95;56741.7;60190.23;64889.76;67544.12;69455.91;69738.4;67472.08;69056.09;70205.92;69834.05;69056.31;69889.1;71253.99;69255.94;67420.44;67057.72;64289.02;60855.47;63422.13;356255.24;2239.73;79718.27;174811.9;70747.89;660983.92;85434.11;1126.75;29853.27;57283.02;3677.11;1522131.21
20/05/2017;31909.72;29907.4;28616.04;27997.15;27983.84;28381.6;29030.13;30026.42;32209.47;33937.11;34701.52;34915.89;34735.77;34459.44;34194.22;34218.26;34731.77;37813.94;41101.25;39483.92;37569.49;35890.96;33511.59;31555.98;33286.79;198924.36;1206.08;41961.34;82842.69;35391.99;345267.29;44821.67;13.89;16459.45;29598.93;2395.2;798882.88;8729.69;8122.01;7708.65;7524.83;7464.99;7656.68;8063.34;8503.42;9267.29;9774.01;10121.94;10149.74;9719.02;9518.23;9400.26;9374.1;9571.99;10472.16;11541.97;10822.24;10049.11;9541.23;8778.37;8059.11;9163.93;47707.41;200.66;10775;39241.03;7217.69;81942.47;23186.24;96.33;2019.72;7215.55;332.29;219934.38;10292.5;9985.75;9793.93;9608.94;9481.14;9063.68;8618.77;8974.25;9448.14;9724.96;9884.61;9931.02;9844.93;9789.09;9727.83;9617.76;9383.13;10128.45;11145.35;10903.64;10696.23;10588.14;10349.19;10135.03;9879.85;48713.14;287.25;14749.59;21071.91;14042.71;107820.31;9668.91;771.57;8828.5;10780.92;381.65;237116.46;5808.87;5643.03;5430.57;5304.47;5214.82;5119.65;4892.37;4848.93;5018.85;5154.35;5305.66;5416.08;5422.71;5461.04;5561.39;5479.25;5297.08;5244;5618.49;5837.08;5840.91;5843.35;5828.52;5799.2;5432.94;28051.79;254.5;6838.35;12928.39;12439.52;60545.24;5676;1.27;402.24;3253.38;0;130390.67;56740.78;53658.19;51549.19;50435.39;50144.79;50221.61;50604.61;52353.02;55943.75;58590.43;60013.73;60412.73;59722.43;59227.8;58883.7;58689.37;58983.97;63658.55;69407.06;67046.88;64155.74;61863.68;58467.67;55549.32;57763.52;324469.62;2039.9;72605.68;159214.93;64435.66;602009.95;77811.56;1026.22;27189.71;52172.14;3349.03;1386324.39
21/05/2017;29283.56;27789.56;26560.86;25902.31;25538.69;25596.85;25395.38;25265.93;26614.76;28061.51;29405.74;30419.03;30705.62;30285.99;29955.05;30362.28;31948.99;35076.3;38100.27;36875.64;35636.35;34608.74;32953.93;30876.63;30134.17;180084.05;1091.85;37987.14;74996.59;32039.98;312566.72;40576.57;12.57;14900.56;26795.59;2168.35;723219.97;7260.77;6749.52;6397.93;6268.39;6175.22;6146.35;6339.6;6387.36;6743.84;7333.68;8018.17;8345.11;7981.81;7645.52;7497.02;7510.99;7803.46;8838.39;10515.38;10113.72;9664.06;9331.97;8796.54;8050.75;7746.48;40328.16;169.62;9108.35;33171.34;6101.28;69267.84;19599.86;81.43;1707.31;6099.46;280.89;185915.55;9753.19;9474.76;9292.03;9167.31;9107.78;8667.1;8108.98;8152.4;8166.02;8246.69;8331.13;8453.84;8484.02;8539.39;8550.88;8519.02;8507.6;9403.14;10453.44;10248.56;10150.69;10205.03;10179.37;9984.74;9089.46;44816.09;264.27;13569.62;19386.16;12919.29;99194.67;8895.39;709.84;8122.22;9918.45;351.12;218147.11;5567.43;5424.07;5280.54;5199.5;5121.02;5045.11;4755.11;4605.41;4608.21;4645.71;4649.56;4655.73;4687.73;4792.03;4905.08;4958.62;5005.52;5023.46;5520.73;5760.02;5806.42;5862.26;5897.16;5794.53;5148.79;26584.62;241.19;6480.69;12252.2;11788.9;57378.59;5379.13;1.2;381.2;3083.22;0;123570.96;51864.95;49437.91;47531.36;46537.51;45942.71;45455.41;44599.07;44411.1;46132.83;48287.59;50404.6;51873.71;51859.18;51262.93;50908.03;51350.91;53265.57;58341.29;64589.82;62997.94;61257.52;60008;57827;54706.65;52118.9;292762.64;1840.56;65510.7;143656.54;58139.04;543181.89;70207.86;925.94;24532.75;47073.91;3021.76;1250853.59
22/05/2017;28866.54;27243.56;26356.53;26073.26;26473.65;28505.93;31905.59;33616.67;36312.87;38063.36;39549.7;40069.48;38959.81;39272.4;39564.04;39519.2;39607.1;40164.18;42274.5;41151.61;40569.01;39805.59;37424.17;34205.03;35648.07;213035.59;1291.63;44937.98;88719.36;37902.62;369759.75;48001.22;14.87;17627.04;31698.61;2565.11;855553.78;7313.71;6960.67;6795.45;6808.98;6965.95;7513.11;8860.38;9988.99;11153.42;11666.69;12100.13;12174.17;11098.96;11619.97;11939.82;11906.12;11997.37;12159.87;12670.3;12093.14;11534.68;11296.22;10499.19;9519;10276.51;53499.49;225.02;12083.17;44005.23;8093.98;91890.99;26001.25;108.02;2264.93;8091.57;372.63;246636.29;9614.49;9358.07;9239.16;9127.37;9085.23;8872.48;8749.06;9584.37;10438.91;10837.39;11042.43;10995.01;10870.89;11157.69;11526.89;11459.89;11152.61;11064.94;11238.19;10930.6;10862.92;11291.89;11088.15;10707.97;10429.03;51420.87;303.22;15569.44;22243.2;14823.28;113813.51;10206.35;814.45;9319.24;11380.18;402.86;250296.6;5607.67;5509.18;5417.23;5308.78;5294.65;5284.77;5034.46;5132.33;5630.06;5955.81;6036.13;6041.65;5970.68;6321.44;6577.36;6578.54;6389.42;6069.32;6050.31;6162.86;6213.51;6375.58;6372.84;6105.58;5893.34;30428.94;276.07;7417.84;14023.96;13493.66;65675.93;6156.99;1.38;436.33;3529.07;0;141440.16;51402.41;49071.48;47808.37;47318.39;47819.48;50176.29;54549.49;58322.36;63535.26;66523.25;68728.39;69280.31;66900.34;68371.5;69608.11;69463.75;69146.5;69458.31;72233.3;70338.21;69180.12;68769.28;65384.35;60537.58;62246.95;349654;2198.23;78241.12;171572.72;69436.97;648736.2;83851.06;1105.87;29300.1;56221.59;3608.97;1493926.83
23/05/2017;30869.49;28914.31;27904.24;27375.45;27714.16;29584.24;32228.78;34032.21;36568.21;37978.58;39198.65;39689.8;38905.87;39572.58;40150.86;40040.25;39946.76;40232.5;42700.03;41407.18;40645.56;39730.1;37503.91;34171.31;36127.71;215901.93;1309.01;45542.6;89913.06;38412.59;374734.77;48647.06;15.07;17864.21;32125.11;2599.62;867065.03;8514.08;8004.44;7583.31;7478.65;7657.2;8242.21;9416.58;10671.21;11632.08;11924.69;12326.72;12398.9;11254.79;11783.21;12038.9;12044.65;12321.9;12748.79;12926.77;12209.16;11630.56;11457.91;10835.56;9762.14;10702.68;55718.14;234.35;12584.27;45830.14;8429.64;95701.75;27079.53;112.5;2358.86;8427.14;388.08;256864.41;10317.35;10002.98;9758.89;9585.19;9550.2;9324.88;9200.54;10033.85;10889.4;11208.86;11452.05;11335.89;11098.51;11445.96;11659.63;11590.98;11217.98;11062.5;11156.98;10822.07;10697.62;11070.67;10864.08;10502.22;10660.39;52561.61;309.95;15914.84;22736.65;15152.12;116338.39;10432.77;832.52;9525.98;11632.64;411.8;255849.28;5896.98;5753.88;5572.68;5442.99;5371.83;5433.11;5161.71;5168.68;5613.58;5908.83;6063.22;6116.61;6096.22;6319.55;6568.66;6561.48;6418.71;6046.35;5954.53;6085.89;6121.55;6226.66;6258.57;6096.28;5927.44;30605;277.67;7460.76;14105.1;13571.74;66055.94;6192.62;1.38;438.85;3549.49;0;142258.55;55597.9;52675.61;50819.12;49882.28;50293.39;52584.44;56007.61;59905.95;64703.27;67020.96;69040.64;69541.2;67355.39;69121.3;70418.05;70237.36;69905.35;70090.14;72738.31;70524.3;69095.29;68485.34;65462.12;60531.95;63418.22;356233.26;2239.59;79713.35;174801.12;70743.53;660943.13;85428.84;1126.68;29851.42;57279.48;3676.88;1522037.27
